"key","from","to","rho_ctrl","padj_ctrl","rho_low","padj_low","delta_rho","sig_ctrl","sig_low","edge_state"
"DG/PS||MGDG/PS","DG/PS","MGDG/PS",0.992197864390686,8.24925598760462e-318,0.984708479404325,1.16102727955629e-267,-0.00748938498636076,TRUE,TRUE,"stable_or_weak"
"DG/PA||MGDG/PA","DG/PA","MGDG/PA",0.990869613031455,4.1269549626758e-306,0.994940467409293,0,0.00407085437783805,TRUE,TRUE,"stable_or_weak"
"DG/LPE||MGDG/LPE","DG/LPE","MGDG/LPE",0.98269062096824,1.43846939139742e-257,0.975546441858157,2.60494690079741e-232,-0.00714417911008225,TRUE,TRUE,"stable_or_weak"
"DG/LPC||MGDG/LPC","DG/LPC","MGDG/LPC",0.981850539535058,4.30139775880648e-254,0.971765538958374,1.42561674836782e-221,-0.0100850005766842,TRUE,TRUE,"stable_or_weak"
"DG/PS||DGDG/PS","DG/PS","DGDG/PS",0.98155844225513,5.61513373368309e-253,0.984465735567471,1.70951671451614e-266,0.00290729331234019,TRUE,TRUE,"stable_or_weak"
"DG/PS||MG/PS","DG/PS","MG/PS",0.980074620260125,3.51075738535565e-247,0.992260629095464,2.84018577168299e-319,0.0121860088353393,TRUE,TRUE,"stable_or_weak"
"DG/PC||PC/MGDG","DG/PC","PC/MGDG",-0.97995633293189,8.46511859314828e-247,-0.968204580750548,1.13900180649815e-212,0.0117517521813417,TRUE,TRUE,"stable_or_weak"
"DG/PA||DGDG/PA","DG/PA","DGDG/PA",0.979919317849585,1.02246999068346e-246,0.995035150916928,0,0.0151158330673432,TRUE,TRUE,"stable_or_weak"
"DGDG/PS||MGDG/PS","DGDG/PS","MGDG/PS",0.979889276623366,1.18015048544377e-246,0.985357048020364,6.83062398460266e-271,0.0054677713969975,TRUE,TRUE,"stable_or_weak"
"DGDG/PA||MG/PA","DGDG/PA","DGDG/PA",0.979442145158132,4.95059169676217e-245,0.994973727338321,0,0.0155315821801885,TRUE,TRUE,"stable_or_weak"
"DG/PA||MG/PA","DG/PA","MG/PA",0.977687147451458,7.33568389205957e-239,0.997525085765019,0,0.0198379383135606,TRUE,TRUE,"stable_or_weak"
"DG/PE||PE/MGDG","DG/PE","PE/MGDG",-0.976098449389922,1.09390954383936e-233,-0.952787262520083,4.46718369505591e-183,0.0233111868698382,TRUE,TRUE,"stable_or_weak"
"TG/DG||TG/MGDG","TG/DG","TG/MGDG",0.975519351109514,6.56224929126697e-232,0.980275252735227,1.79661297502546e-248,0.00475590162571304,TRUE,TRUE,"stable_or_weak"
"MG/PS||MGDG/PS","MG/PS","MGDG/PS",0.975038423264784,1.81001545965117e-230,0.981646956582381,6.72425160332975e-254,0.00660853331759725,TRUE,TRUE,"stable_or_weak"
"DGDG/PA||MGDG/PA","DGDG/PA","MGDG/PA",0.973950233490066,2.8630054961893e-227,0.994775508890325,0,0.0208252754002591,TRUE,TRUE,"stable_or_weak"
"DGDG/PS||MG/PS","DGDG/PS","DGDG/PS",0.972954313195877,1.84703111933106e-224,0.982355339425623,7.28321529032614e-257,0.00940102622974559,TRUE,TRUE,"stable_or_weak"
"MG/PA||MGDG/PA","MG/PA","MGDG/PA",0.968774827598231,1.2423849628688e-213,0.994493872394527,0,0.0257190447962964,TRUE,TRUE,"stable_or_weak"
"DGDG/PA||SQDG/PA","DGDG/PA","SQDG/PA",0.968564539014702,3.76559760382132e-213,0.973242118872059,1.34926607382606e-225,0.00467757985735784,TRUE,TRUE,"stable_or_weak"
"PC/PA||PE/PA","PC/PA","PE/PA",0.967126583534726,8.42356315458769e-210,0.963193328701978,1.08209926925313e-201,-0.0039332548327482,TRUE,TRUE,"stable_or_weak"
"DG/LPC||MG/LPC","DG/LPC","MG/LPC",0.961546962215111,5.07146149877347e-198,0.985165266977987,6.1630545884985e-270,0.0236183047628755,TRUE,TRUE,"stable_or_weak"
"DG/LPE||DGDG/LPE","DG/LPE","DGDG/LPE",0.961291880017488,1.51668700008929e-197,0.974173665110066,3.19207074896843e-228,0.012881785092578,TRUE,TRUE,"stable_or_weak"
"DG/LPC||DGDG/LPC","DG/LPC","DGDG/LPC",0.961233406916456,1.87991985483193e-197,0.973605027613788,1.32931299029458e-226,0.0123716206973319,TRUE,TRUE,"stable_or_weak"
"DGDG/LPC||MGDG/LPC","DGDG/LPC","MGDG/LPC",0.958749104798281,8.31785810655571e-193,0.971549617644929,5.22505939098116e-221,0.0128005128466474,TRUE,TRUE,"stable_or_weak"
"DG/LPE||MG/LPE","DG/LPE","MG/LPE",0.958512530141811,2.14154159315349e-192,0.987218799370207,4.04457620205213e-281,0.0287062692283965,TRUE,TRUE,"stable_or_weak"
"DGDG/LPE||MG/LPE","DGDG/LPE","DGDG/LPE",0.957620144787981,8.12399944745244e-191,0.976199033852707,2.51664379748751e-234,0.0185788890647254,TRUE,TRUE,"stable_or_weak"
"DGDG/LPE||MGDG/LPE","DGDG/LPE","MGDG/LPE",0.957372304671679,2.13849891144729e-190,0.973264918016957,1.19838908961828e-225,0.0158926133452783,TRUE,TRUE,"stable_or_weak"
"DGDG/LPC||MG/LPC","DGDG/LPC","DGDG/LPC",0.954763546044885,5.83154775388666e-186,0.973733239275685,5.87617392913135e-227,0.0189696932307997,TRUE,TRUE,"stable_or_weak"
"MG/LPC||MGDG/LPC","MG/LPC","MGDG/LPC",0.954651696122268,8.60893198584497e-186,0.975126669366801,4.88166934850947e-231,0.0204749732445328,TRUE,TRUE,"stable_or_weak"
"DG/PG||MGDG/PG","DG/PG","MGDG/PG",0.953750191110479,2.47534455529091e-184,0.861269885548293,1.74264291675328e-104,-0.0924803055621867,TRUE,TRUE,"stable_or_weak"
"DGDG/PS||SQDG/PS","DGDG/PS","SQDG/PS",0.952762854023781,9.11532336290192e-183,0.937404545344817,4.08520755613939e-162,-0.015358308678964,TRUE,TRUE,"stable_or_weak"
"DG/SQDG||MGDG/SQDG","DG/SQDG","MGDG/SQDG",0.950614101673457,1.8705582987986e-179,0.895864235115511,5.79075487394933e-125,-0.054749866557946,TRUE,TRUE,"stable_or_weak"
"DG/PC||PC/DGDG","DG/PC","PC/DGDG",-0.949435788220084,1.04667135237208e-177,-0.977690634379501,3.41396631697618e-239,-0.0282548461594171,TRUE,TRUE,"stable_or_weak"
"PC/DGDG||PC/MGDG","PC/DGDG","PC/MGDG",0.948111560239364,8.64156689019316e-176,0.962482800056864,2.90748249361304e-200,0.0143712398174997,TRUE,TRUE,"stable_or_weak"
"MG/LPE||MGDG/LPE","MG/LPE","MGDG/LPE",0.947660137170385,3.71583201016304e-175,0.976346825956692,8.8462032625966e-235,0.0286866887863076,TRUE,TRUE,"stable_or_weak"
"DG/PC||MG/PC","DG/PC","MG/PC",0.945740180944743,1.75476552207132e-172,0.985963237049415,4.51387043070645e-274,0.0402230561046724,TRUE,TRUE,"stable_or_weak"
"MG/PA||PG/PA","MG/PA","PG/PA",0.945470078134011,4.00031959359242e-172,0.980290809798804,1.64757653788891e-248,0.0348207316647936,TRUE,TRUE,"stable_or_weak"
"TG/DG||TG/DGDG","TG/DG","TG/DGDG",0.943571848152331,1.37781982144199e-169,0.97321529634865,1.56055141135653e-225,0.0296434481963193,TRUE,TRUE,"stable_or_weak"
"PE/PA||PG/PA","PE/PA","PG/PA",0.943086092253387,5.83052654839132e-169,0.968490508850092,2.4283547504673e-213,0.0254044165967046,TRUE,TRUE,"stable_or_weak"
"TG/DGDG||TG/MGDG","TG/DGDG","TG/MGDG",0.942143548780782,9.47784046865996e-168,0.96878984821134,4.8566978065298e-214,0.0266462994305579,TRUE,TRUE,"stable_or_weak"
"TG/DG||TG/MG","TG/DG","TG/MG",0.940933048299318,3.20406264686139e-166,0.987499631190303,9.24095342710246e-283,0.0465665828909853,TRUE,TRUE,"stable_or_weak"
"DGDG/PA||PE/PA","DGDG/PA","DGDG/PA",0.939343813787314,2.93804282778958e-164,0.954718752430791,3.59147631385987e-186,0.0153749386434777,TRUE,TRUE,"stable_or_weak"
"MG/PA||SQDG/PA","MG/PA","SQDG/PA",0.939147204690723,4.98850485475836e-164,0.970282521639071,9.95755625513367e-218,0.0311353169483478,TRUE,TRUE,"stable_or_weak"
"DGDG/PA||PG/PA","DGDG/PA","PG/PA",0.937702543579895,2.69019968466039e-162,0.986219660373209,1.96102336962653e-275,0.0485171167933136,TRUE,TRUE,"stable_or_weak"
"TG/DGDG||TG/MG","TG/DGDG","TG/DGDG",0.936304553659799,1.16477194190771e-160,0.972685015060847,4.60700394696126e-224,0.0363804614010478,TRUE,TRUE,"stable_or_weak"
"PC/LPE||PE/LPE","PC/LPE","PE/LPE",0.935751473227098,4.98377160727437e-160,0.751189176575354,1.73911092178278e-64,-0.184562296651744,TRUE,TRUE,"stable_or_weak"
"PC/LPC||PE/LPC","PC/LPC","PE/LPC",0.933465121331685,1.90038746530084e-157,0.780627700692826,7.75614883035192e-73,-0.152837420638859,TRUE,TRUE,"stable_or_weak"
"MG/PC||PC/DGDG","MG/PC","PC/DGDG",-0.932985534613125,6.32768440320059e-157,-0.974345865710354,1.02943682973832e-228,-0.0413603310972289,TRUE,TRUE,"stable_or_weak"
"DGDG/LPE||SQDG/LPE","DGDG/LPE","SQDG/LPE",0.932832378004458,9.1428880001654e-157,0.896995877378152,9.61026967961719e-126,-0.0358365006263059,TRUE,TRUE,"stable_or_weak"
"DG/PA||SQDG/PA","DG/PA","SQDG/PA",0.930373020833054,4.09425039344581e-154,0.968014409059576,3.13560984726695e-212,0.0376413882265216,TRUE,TRUE,"stable_or_weak"
"MG/PC||PC/MGDG","MG/PC","PC/MGDG",-0.930341638480665,4.33221692706863e-154,-0.96784435426116,7.69960398088986e-212,-0.0375027157804952,TRUE,TRUE,"stable_or_weak"
"TG/MG||TG/MGDG","TG/MG","TG/MGDG",0.927922783319609,1.41153057418398e-151,0.975985258341134,1.15079705449786e-233,0.0480624750215252,TRUE,TRUE,"stable_or_weak"
"MGDG/PA||SQDG/PA","MGDG/PA","SQDG/PA",0.9276371234453,2.71160104667757e-151,0.968571781096022,1.58832739671235e-213,0.0409346576507226,TRUE,TRUE,"stable_or_weak"
"PC/PA||PG/PA","PC/PA","PG/PA",0.926701553828781,2.35971940795828e-150,0.946331885811153,1.61213717483003e-173,0.0196303319823722,TRUE,TRUE,"stable_or_weak"
"MG/PA||PE/PA","MG/PA","PE/PA",0.926563417833223,3.18884055601073e-150,0.946266707079269,1.95198984850738e-173,0.0197032892460456,TRUE,TRUE,"stable_or_weak"
"DGDG/LPC||SQDG/LPC","DGDG/LPC","SQDG/LPC",0.926253885913079,6.39589682010019e-150,0.880776565697748,2.9174545566103e-115,-0.0454773202153312,TRUE,TRUE,"stable_or_weak"
"PC/PS||PE/PS","PC/PS","PE/PS",0.921812880712192,1.27534508155293e-145,0.873617365974556,4.22340821063107e-111,-0.0481955147376355,TRUE,TRUE,"stable_or_weak"
"MG/PS||PG/PS","MG/PS","PG/PS",0.91916630232739,3.50953365076216e-143,0.939216943251587,2.77751459105837e-164,0.020050640924197,TRUE,TRUE,"stable_or_weak"
"MGDG/PS||SQDG/PS","MGDG/PS","SQDG/PS",0.918856502182012,6.58692610693094e-143,0.918049144227391,2.54712723413686e-142,-0.000807357954621613,TRUE,TRUE,"stable_or_weak"
"DG/PS||SQDG/PS","DG/PS","SQDG/PS",0.918487692485134,1.39414465236751e-142,0.918807148738939,5.4284497580084e-143,0.000319456253805472,TRUE,TRUE,"stable_or_weak"
"PE/DGDG||PE/MGDG","PE/DGDG","PE/MGDG",0.918391936076562,1.6719474083825e-142,0.938111855287122,5.9514249646109e-163,0.0197199192105594,TRUE,TRUE,"stable_or_weak"
"DG/PE||PE/DGDG","DG/PE","PE/DGDG",-0.918217321449167,2.36040117847454e-142,-0.966487134576647,9.85330438115707e-209,-0.0482698131274792,TRUE,TRUE,"stable_or_weak"
"MG/PS||SQDG/PS","MG/PS","SQDG/PS",0.918141413707919,2.71668821037721e-142,0.925068330378385,7.53377789506267e-149,0.00692691667046652,TRUE,TRUE,"stable_or_weak"
"DG/PA||PG/PA","DG/PA","PG/PA",0.916562639980044,6.74552501390064e-141,0.978619766590401,2.22619300104894e-242,0.0620571266103573,TRUE,TRUE,"stable_or_weak"
"TG/DGDG||TG/SQDG","TG/DGDG","TG/SQDG",0.911006354255796,3.49927562613536e-136,0.887746666630903,1.48490002140704e-119,-0.0232596876248925,TRUE,TRUE,"stable_or_weak"
"DG/PE||MG/PE","DG/PE","MG/PE",0.910327476188305,1.23837000076811e-135,0.978204553928025,6.1068364417151e-241,0.0678770777397196,TRUE,TRUE,"stable_or_weak"
"MGDG/PA||PG/PA","MGDG/PA","PG/PA",0.909594148398293,4.80223402274282e-135,0.984356031446727,5.49644148342883e-266,0.0747618830484335,TRUE,TRUE,"stable_or_weak"
"DG/PA||PE/PA","DG/PA","PE/PA",0.908691838710802,2.5140085517886e-134,0.945162155565271,6.30788679897167e-172,0.0364703168544689,TRUE,TRUE,"stable_or_weak"
"DGDG/PA||PC/PA","DGDG/PA","DGDG/PA",0.908187575270706,6.25289954621864e-134,0.91761005951918,6.13177773242118e-142,0.00942248424847325,TRUE,TRUE,"stable_or_weak"
"PG/PA||SQDG/PA","PG/PA","PG/PA",0.905436657269843,8.77877447493631e-132,0.964176642410165,1.01313898204557e-203,0.0587399851403221,TRUE,TRUE,"stable_or_weak"
"PE/PS||PG/PS","PE/PS","PG/PS",0.902699418755918,1.03655825557851e-129,0.903320628398078,2.50511067426485e-130,0.000621209642160725,TRUE,TRUE,"stable_or_weak"
"DGDG/PS||PG/PS","DGDG/PS","PG/PS",0.901326373782593,1.06874183107653e-128,0.956761824038882,1.27014833533298e-189,0.0554354502562892,TRUE,TRUE,"stable_or_weak"
"PE/PA||SQDG/PA","PE/PA","SQDG/PA",0.900042647812221,9.1717426467761e-128,0.929535621652214,2.25627126568465e-153,0.0294929738399929,TRUE,TRUE,"stable_or_weak"
"TG/PC||TG/PE","TG/PC","TG/PE",0.899989807441104,9.88246654568117e-128,0.799428143800913,6.96912571975104e-79,-0.100561663640192,TRUE,TRUE,"stable_or_weak"
"DG/PS||PG/PS","DG/PS","PG/PS",0.898714932903458,8.11094291904714e-127,0.933482824197135,1.24686991488035e-157,0.0347678912936771,TRUE,TRUE,"stable_or_weak"
"DGDG/PS||PE/PS","DGDG/PS","DGDG/PS",0.898226494752173,1.78862231088311e-126,0.856937243341979,2.55094440428178e-102,-0.0412892514101941,TRUE,TRUE,"stable_or_weak"
"MGDG/PA||PE/PA","MGDG/PA","MGDG/PA",0.897918572183434,2.924471734774e-126,0.953366629025726,5.41847013529156e-184,0.0554480568422917,TRUE,TRUE,"stable_or_weak"
"LPC/PG||PE/LPC","LPC/PG","LPC/PG",-0.897128648869028,1.0464303697944e-125,-0.848538843037275,2.5866006191244e-98,0.048589805831753,TRUE,TRUE,"stable_or_weak"
"LPC/PG||MG/LPC","LPC/PG","LPC/PG",-0.896729797945931,1.97153246859575e-125,-0.899305833094166,2.21190027171241e-127,-0.00257603514823468,TRUE,TRUE,"stable_or_weak"
"PC/DGDG||PC/SQDG","PC/DGDG","PC/SQDG",0.894949587067252,3.374921583091e-124,0.896557060895175,1.93606182684248e-125,0.0016074738279227,TRUE,TRUE,"stable_or_weak"
"MG/PA||PC/PA","MG/PA","PC/PA",0.894767730358537,4.44747864813605e-124,0.91083495833121,3.51858475497861e-136,0.0160672279726731,TRUE,TRUE,"stable_or_weak"
"MGDG/PS||PG/PS","MGDG/PS","PG/PS",0.892694617524227,1.13556977763479e-122,0.951176838214586,1.41534617585297e-180,0.0584822206903581,TRUE,TRUE,"stable_or_weak"
"DG/PG||DGDG/PG","DG/PG","DGDG/PG",0.892017080582907,3.20066815893436e-122,0.908848214022279,1.37236629163705e-134,0.0168311334393717,TRUE,TRUE,"stable_or_weak"
"DGDG/PG||MGDG/PG","DGDG/PG","MGDG/PG",0.890149696503148,5.48834478460076e-121,0.788167243797962,3.4331190810294e-75,-0.101982452705186,TRUE,TRUE,"stable_or_weak"
"LPE/PG||PE/LPE","LPE/PG","LPE/PG",-0.889726705308982,1.0277406571464e-120,-0.817836709841989,1.77622321988642e-85,0.0718899954669937,TRUE,TRUE,"stable_or_weak"
"DG/SQDG||DGDG/SQDG","DG/SQDG","DGDG/SQDG",0.889190523066029,2.2754036685457e-120,0.919984925741844,4.64191550511969e-144,0.0307944026758149,TRUE,TRUE,"stable_or_weak"
"MG/PE||PE/MGDG","MG/PE","PE/MGDG",-0.886705148046918,8.96497357780249e-119,-0.953683134801956,1.70645897032583e-184,-0.066977986755038,TRUE,TRUE,"stable_or_weak"
"LPE/PG||MG/LPE","LPE/PG","LPE/PG",-0.885274971098731,7.10671598837568e-118,-0.900440157609148,3.35634563005935e-128,-0.0151651865104164,TRUE,TRUE,"stable_or_weak"
"DGDG/LPE||PE/LPE","DGDG/LPE","DGDG/LPE",0.882826611161925,2.32775071649818e-116,0.73866734974693,2.78260448437642e-61,-0.144159261414995,TRUE,TRUE,"stable_or_weak"
"MG/PE||PE/DGDG","MG/PE","PE/DGDG",-0.881466977450305,1.55471489116492e-115,-0.962156638172206,1.27545138017321e-199,-0.0806896607219013,TRUE,TRUE,"stable_or_weak"
"DGDG/LPC||PE/LPC","DGDG/LPC","DGDG/LPC",0.879523953854531,2.26399635519519e-114,0.768068590556862,4.00915847518594e-69,-0.111455363297668,TRUE,TRUE,"stable_or_weak"
"DG/PS||PE/PS","DG/PS","PE/PS",0.875917665582143,2.92054248091064e-112,0.830628639481145,1.62069766799737e-90,-0.0452890261009976,TRUE,TRUE,"stable_or_weak"
"LPC/PA||LPE/PA","LPC/PA","LPE/PA",0.875861874733451,3.11116015675356e-112,0.93575549660561,3.36189273520843e-160,0.0598936218721584,TRUE,TRUE,"stable_or_weak"
"PC/PA||SQDG/PA","PC/PA","SQDG/PA",0.875657218879838,4.03860932072742e-112,0.893168303287637,4.0006931932991e-123,0.0175110844077989,TRUE,TRUE,"stable_or_weak"
"MG/PS||PE/PS","MG/PS","PE/PS",0.875023134426441,9.2444089451189e-112,0.832500046939416,2.74186583779316e-91,-0.0425230874870247,TRUE,TRUE,"stable_or_weak"
"DG/PA||PC/PA","DG/PA","PC/PA",0.874255473806465,2.50996302579945e-111,0.906992631852819,3.89113642711582e-133,0.0327371580463546,TRUE,TRUE,"stable_or_weak"
"DG/SQDG||MG/SQDG","DG/SQDG","MG/SQDG",0.873263040440319,9.07017590188571e-111,0.954611998787622,5.28888728367926e-186,0.0813489583473034,TRUE,TRUE,"stable_or_weak"
"DGDG/SQDG||MGDG/SQDG","DGDG/SQDG","MGDG/SQDG",0.872883501734076,1.46885815365239e-110,0.868325550331124,3.51366586460569e-108,-0.00455795140295212,TRUE,TRUE,"stable_or_weak"
"MGDG/PS||PE/PS","MGDG/PS","MGDG/PS",0.87083023756709,2.03100988951378e-109,0.859788745805628,9.8142153092735e-104,-0.011041491761462,TRUE,TRUE,"stable_or_weak"
"MG/LPE||SQDG/LPE","MG/LPE","SQDG/LPE",0.869581112651916,9.78203620593699e-109,0.877219362643199,3.67154828127109e-113,0.00763824999128271,TRUE,TRUE,"stable_or_weak"
"MG/LPC||PE/LPC","MG/LPC","PE/LPC",0.865870484763466,9.68439755215369e-107,0.734523538105418,2.88204428064337e-60,-0.131346946658048,TRUE,TRUE,"stable_or_weak"
"MGDG/LPE||SQDG/LPE","MGDG/LPE","SQDG/LPE",0.86585573237559,9.76298960053325e-107,0.865506771346035,1.10195820381123e-106,-0.000348961029555617,TRUE,TRUE,"stable_or_weak"
"DG/MG||MG/MGDG","DG/MG","MG/MGDG",-0.865623449322865,1.28378794054475e-106,-0.375547782984328,8.6509933352415e-13,0.490075666338538,TRUE,TRUE,"rewired_strength"
"DGDG/LPC||LPC/PG","DGDG/LPC","LPC/PG",-0.86512186813511,2.34143007645419e-106,-0.922967590344965,7.97059266730203e-147,-0.0578457222098541,TRUE,TRUE,"stable_or_weak"
"PC/SQDG||PE/SQDG","PC/SQDG","PE/SQDG",0.863942481780801,9.65459821475737e-106,0.695260191888333,1.76363796631999e-51,-0.168682289892469,TRUE,TRUE,"stable_or_weak"
"MG/LPC||SQDG/LPC","MG/LPC","SQDG/LPC",0.863832777660057,1.09119479743531e-105,0.857903927085652,8.62075727973497e-103,-0.0059288505744044,TRUE,TRUE,"stable_or_weak"
"DG/PG||MG/PG","DG/PG","MG/PG",0.863756601693574,1.18457009278557e-105,0.937004353295549,1.19491235573485e-161,0.0732477516019752,TRUE,TRUE,"stable_or_weak"
"MGDG/PA||PC/PA","MGDG/PA","MGDG/PA",0.863011740218496,2.86513286699579e-105,0.918227514008063,1.78458499197959e-142,0.0552157737895667,TRUE,TRUE,"stable_or_weak"
"DG/LPE||SQDG/LPE","DG/LPE","SQDG/LPE",0.861718358139697,1.32082427198458e-104,0.864251477250477,5.01370253875065e-106,0.00253311911077958,TRUE,TRUE,"stable_or_weak"
"MGDG/LPC||SQDG/LPC","MGDG/LPC","SQDG/LPC",0.861225091934199,2.34271963869063e-104,0.856239321282868,5.60104079499644e-102,-0.00498577065133132,TRUE,TRUE,"stable_or_weak"
"PC/MGDG||PE/MGDG","PC/MGDG","PE/MGDG",0.859924735999313,1.06597277710993e-103,0.634008545655958,2.53195076128535e-40,-0.225916190343355,TRUE,TRUE,"rewired_strength"
"DGDG/LPE||LPE/PG","DGDG/LPE","LPE/PG",-0.859405183720874,1.9339628598508e-103,-0.922956861335601,8.04920533893208e-147,-0.0635516776147266,TRUE,TRUE,"stable_or_weak"
"DG/PC||DG/PE","DG/PC","DG/PE",0.85887812113588,3.53107009454247e-103,0.666410422159696,7.02552503427648e-46,-0.192467698976184,TRUE,TRUE,"stable_or_weak"
"DG/LPC||SQDG/LPC","DG/LPC","SQDG/LPC",0.858435281274392,5.83666963066656e-103,0.842836106335212,9.95017530352936e-96,-0.01559917493918,TRUE,TRUE,"stable_or_weak"
"PE/DGDG||PE/SQDG","PE/DGDG","PE/SQDG",0.856703887388318,4.20313003298909e-102,0.853181821839435,1.67798935412603e-100,-0.00352206554888279,TRUE,TRUE,"stable_or_weak"
"PA/PS||PC/PA","PA/PS","PA/PS",-0.856299403735305,6.59700995234648e-102,-0.772100284050523,2.75614471047423e-70,0.0841991196847818,TRUE,TRUE,"stable_or_weak"
"MG/LPE||PE/LPE","MG/LPE","PE/LPE",0.856145978901403,7.78260431302195e-102,0.703780098224081,2.93843376213302e-53,-0.152365880677322,TRUE,TRUE,"stable_or_weak"
"DG/DGDG||DGDG/MGDG","DG/DGDG","DGDG/MGDG",-0.852841175792136,3.11539956657609e-100,-0.492757382229005,2.287933140463e-22,0.360083793563131,TRUE,TRUE,"rewired_strength"
"LPC/PS||LPE/PS","LPC/PS","LPE/PS",0.852221843726614,6.11545511522604e-100,0.881542348741085,1.01254142061652e-115,0.0293205050144707,TRUE,TRUE,"stable_or_weak"
"DG/LPC||LPC/PG","DG/LPC","LPC/PG",-0.851230483261404,1.79776188527786e-99,-0.885291869288479,5.20137030126344e-118,-0.0340613860270748,TRUE,TRUE,"stable_or_weak"
"PG/PS||SQDG/PS","PG/PS","PG/PS",0.849193849058932,1.621827094371e-98,0.91501015232511,1.15090423875975e-139,0.0658163032661787,TRUE,TRUE,"stable_or_weak"
"LPE/PG||PC/LPE","LPE/PG","LPE/PG",-0.847008618076772,1.65817820405504e-97,-0.704632249792796,1.95277192183727e-53,0.142376368283975,TRUE,TRUE,"stable_or_weak"
"PC/PS||PG/PS","PC/PS","PG/PS",0.846247931312882,3.67323806961235e-97,0.876229879754628,1.37019268864509e-112,0.0299819484417456,TRUE,TRUE,"stable_or_weak"
"MG/PC||MG/PE","MG/PC","MG/PE",0.844553284283879,2.14891548476899e-96,0.653062998060732,1.62793707080473e-43,-0.191490286223147,TRUE,TRUE,"stable_or_weak"
"DGDG/PA||TG/PA","DGDG/PA","DGDG/PA",0.844469866236076,2.32488929919501e-96,0.921498788963068,1.90333045951392e-145,0.0770289227269922,TRUE,TRUE,"stable_or_weak"
"LPC/PG||PC/LPC","LPC/PG","LPC/PG",-0.843353781037012,7.33137071151385e-96,-0.676342534352947,9.78444818186091e-48,0.167011246684066,TRUE,TRUE,"stable_or_weak"
"DG/PE||PC/MGDG","DG/PE","PC/MGDG",-0.84319311412179,8.58431277527475e-96,-0.611174531477572,8.90535187391757e-37,0.232018582644218,TRUE,TRUE,"rewired_strength"
"LPC/PG||MGDG/LPC","LPC/PG","LPC/PG",-0.842817062343591,1.25438817875345e-95,-0.927841779298913,1.26277630569219e-151,-0.0850247169553217,TRUE,TRUE,"stable_or_weak"
"PE/PA||TG/PA","PE/PA","PE/PA",0.842718355457445,1.37749903392798e-95,0.874078445151963,2.33070667346889e-111,0.0313600896945183,TRUE,TRUE,"stable_or_weak"
"DG/LPE||LPE/PG","DG/LPE","LPE/PG",-0.838130631053508,1.4153928636822e-93,-0.882860407541421,1.62736524954871e-116,-0.0447297764879124,TRUE,TRUE,"stable_or_weak"
"TG/MG||TG/SQDG","TG/MG","TG/SQDG",0.837232076519295,3.4263959135439e-93,0.868423720766802,3.13218042589848e-108,0.0311916442475075,TRUE,TRUE,"stable_or_weak"
"MG/PG||MGDG/PG","MG/PG","MGDG/PG",0.837134710759319,3.74400533418256e-93,0.842809820262271,1.01581049342612e-95,0.00567510950295169,TRUE,TRUE,"stable_or_weak"
"DGDG/SQDG||MG/SQDG","DGDG/SQDG","DGDG/SQDG",0.836815790955982,5.09147747741218e-93,0.896012563669965,4.60763523550485e-125,0.0591967727139834,TRUE,TRUE,"stable_or_weak"
"TG/MG||TG/PG","TG/MG","TG/PG",0.836441616754421,7.30639376181836e-93,0.897308359775871,5.84133901081211e-126,0.06086674302145,TRUE,TRUE,"stable_or_weak"
"DG/PC||PE/MGDG","DG/PC","PE/MGDG",-0.835552718328635,1.73483438306882e-92,-0.621415907365733,2.46305005281718e-38,0.214136810962902,TRUE,TRUE,"rewired_strength"
"PE/PS||SQDG/PS","PE/PS","SQDG/PS",0.834204618302081,6.40071465375579e-92,0.801491064076326,1.38014882937466e-79,-0.0327135542257544,TRUE,TRUE,"stable_or_weak"
"DG/LPC||PE/LPC","DG/LPC","PE/LPC",0.834138903119728,6.77153797821334e-92,0.734799005420832,2.47826877425181e-60,-0.0993398976988957,TRUE,TRUE,"stable_or_weak"
"DG/PA||TG/PA","DG/PA","DG/PA",0.83058438231752,2.02312194227699e-90,0.923166613468662,5.21321540641134e-147,0.0925822311511422,TRUE,TRUE,"stable_or_weak"
"LPE/PG||MGDG/LPE","LPE/PG","LPE/PG",-0.83019518750285,2.90173676649192e-90,-0.917630981087439,5.94667859364612e-142,-0.0874357935845889,TRUE,TRUE,"stable_or_weak"
"TG/PE||TG/PG","TG/PE","TG/PG",0.829908991178072,3.77371207790369e-90,0.850645484025846,2.69826916845328e-99,0.0207364928477741,TRUE,TRUE,"stable_or_weak"
"MG/SQDG||MGDG/SQDG","MG/SQDG","MGDG/SQDG",0.829274102048973,6.80724396672337e-90,0.89539564563155,1.21372838697545e-124,0.0661215435825772,TRUE,TRUE,"stable_or_weak"
"TG/MGDG||TG/SQDG","TG/MGDG","TG/SQDG",0.828884639009069,9.73697405545159e-90,0.845208290305535,8.72245349664936e-97,0.0163236512964666,TRUE,TRUE,"stable_or_weak"
"DGDG/PG||MG/PG","DGDG/PG","DGDG/PG",0.82881785092578,1.02920715477526e-89,0.86675991963972,2.39128081586387e-107,0.0379420687139403,TRUE,TRUE,"stable_or_weak"
"DG/LPE||PE/LPE","DG/LPE","PE/LPE",0.828190472103235,1.83611035561658e-89,0.692981618524708,5.13388780529075e-51,-0.135208853578527,TRUE,TRUE,"stable_or_weak"
