"key","from","to","rho_ctrl","padj_ctrl","rho_low","padj_low","delta_rho","sig_ctrl","sig_low","edge_state"
"MGDG/SQDG||TG/PS","MGDG/SQDG","MGDG/SQDG",0.0915793370008664,0.112890756320748,0.0219917869433321,0.72375119680007,-0.0695875500575343,FALSE,FALSE,"stable_or_weak"
"MGDG/PG||PC/PA","MGDG/PG","MGDG/PG",-0.0915114760166407,0.113149337267501,0.0727193478908109,0.213102474815481,0.164230823907452,FALSE,FALSE,"stable_or_weak"
"DG/PG||DGDG/LPC","DG/PG","DGDG/LPC",0.0913567100565687,0.113805200236687,0.360339680436456,8.46741990099207e-12,0.268982970379887,FALSE,TRUE,"gained_in_LI"
"PC/LPE||TG/DG","PC/LPE","PC/LPE",0.0912727555582974,0.114139116153141,-0.0701945437622881,0.230138006367995,-0.161467299320585,FALSE,FALSE,"stable_or_weak"
"DG/PC||TG/DGDG","DG/PC","DG/PC",-0.0912443236834835,0.114218964970224,0.0247955453153122,0.69022332739522,0.116039868998796,FALSE,FALSE,"stable_or_weak"
"DG/MG||PC/PG","DG/MG","PC/PG",0.0910702455065568,0.11493386623617,-0.165634983007931,0.00297806588249857,-0.256705228514488,FALSE,TRUE,"gained_in_LI"
"MGDG/PS||PC/LPC","MGDG/PS","MGDG/PS",-0.0910667585785136,0.11493386623617,0.0693914774114119,0.235938962403183,0.160458235989925,FALSE,FALSE,"stable_or_weak"
"LPC/PS||MG/MGDG","LPC/PS","LPC/PS",0.091019282712079,0.11510194089875,0.00706022461181103,0.912160984174821,-0.083959058100268,FALSE,FALSE,"stable_or_weak"
"PC/PA||TG/DGDG","PC/PA","PC/PA",-0.0909197711502303,0.115510682536088,-0.221430391528374,5.24458239868361e-05,-0.130510620378144,FALSE,TRUE,"gained_in_LI"
"DG/SQDG||PA/PS","DG/SQDG","PA/PS",0.0905093865420671,0.117369617854509,-0.195490597364419,0.000396934433373732,-0.285999983906486,FALSE,TRUE,"gained_in_LI"
"LPC/PS||TG/MGDG","LPC/PS","LPC/PS",-0.0904643247027394,0.117529023567624,-0.296832259985355,3.15152624507599e-08,-0.206367935282615,FALSE,TRUE,"gained_in_LI"
"MGDG/PS||TG/PG","MGDG/PS","MGDG/PS",0.0903044624632196,0.118228456634338,-0.471970731262456,2.17888980285398e-20,-0.562275193725675,FALSE,TRUE,"gained_in_LI"
"DG/PG||PC/PA","DG/PG","PC/PA",-0.0902301640733757,0.118526674009514,-0.106102392300863,0.0638680963468521,-0.0158722282274872,FALSE,FALSE,"stable_or_weak"
"DG/PS||MGDG/PA","DG/PS","MGDG/PA",-0.090133602989102,0.118930789193852,0.064014097918304,0.275770431164214,0.154147700907406,FALSE,FALSE,"stable_or_weak"
"DGDG/LPE||MG/PC","DGDG/LPE","DGDG/LPE",-0.089941553721491,0.119789771093323,0.286279474600411,1.03932444425422e-07,0.376221028321903,FALSE,TRUE,"gained_in_LI"
"DG/LPC||PC/MGDG","DG/LPC","PC/MGDG",-0.0898777161157767,0.120041099858173,-0.543322666909858,8.59115244105454e-28,-0.453444950794081,FALSE,TRUE,"gained_in_LI"
"LPE/PA||TG/MGDG","LPE/PA","LPE/PA",-0.0895995665480217,0.121319649470611,-0.199278742345522,0.00029932190894358,-0.109679175797501,FALSE,TRUE,"gained_in_LI"
"DG/DGDG||LPE/PG","DG/DGDG","LPE/PG",0.0895770356283579,0.121374632156398,0.263111788230813,1.17723899454081e-06,0.173534752602455,FALSE,TRUE,"gained_in_LI"
"LPC/PA||MGDG/SQDG","LPC/PA","LPC/PA",-0.0894681361833159,0.121845663399919,0.130481383827628,0.0213447520712429,0.219949520010944,FALSE,TRUE,"gained_in_LI"
"DGDG/LPC||PE/DGDG","DGDG/LPC","DGDG/LPC",0.0894008116495584,0.12211708753697,-0.0892428269866773,0.121971671534206,-0.178643638636236,FALSE,FALSE,"stable_or_weak"
"SQDG/PS||TG/DG","SQDG/PS","SQDG/PS",-0.0893155160251166,0.122475965571002,-0.474669345342671,1.22639187750817e-20,-0.385353829317555,FALSE,TRUE,"gained_in_LI"
"DGDG/SQDG||PC/PA","DGDG/SQDG","DGDG/SQDG",0.0893004954120074,0.122494946687982,0.176885690451986,0.00145175414589614,0.087585195039979,FALSE,TRUE,"gained_in_LI"
"DG/MG||MG/LPE","DG/MG","MG/LPE",0.0892532877708069,0.122669900823214,-0.184825157381156,0.000849438994285189,-0.274078445151963,FALSE,TRUE,"gained_in_LI"
"PC/PE||PE/SQDG","PC/PE","PE/SQDG",0.0892031296520314,0.122859361453641,-0.126856051563619,0.025560078785121,-0.21605918121565,FALSE,TRUE,"gained_in_LI"
"DG/LPE||PA/PS","DG/LPE","PA/PS",-0.0890293197003388,0.123651020088814,-0.334276502664818,3.13571146563831e-10,-0.245247182964479,FALSE,TRUE,"gained_in_LI"
"PA/PS||TG/SQDG","PA/PS","PA/PS",0.088772091700843,0.124856112673673,-0.126464174496608,0.0260700354913357,-0.215236266197451,FALSE,TRUE,"gained_in_LI"
"MG/DGDG||PE/MGDG","MG/DGDG","PE/MGDG",-0.0886406613361372,0.125448517746604,-0.261580222144139,1.36538489515494e-06,-0.172939560808002,FALSE,TRUE,"gained_in_LI"
"DG/PA||DGDG/PS","DG/PA","DGDG/PS",-0.0886165210650688,0.125512704729828,0.0322114365875313,0.600851085809889,0.1208279576526,FALSE,FALSE,"stable_or_weak"
"MG/PE||MG/SQDG","MG/PE","MG/SQDG",0.088516741277986,0.12595077087942,0.114914127691305,0.0440762912140374,0.026397386413319,FALSE,TRUE,"gained_in_LI"
"MG/MGDG||PC/PE","MG/MGDG","PC/PE",0.0884762392676378,0.126096154596695,0.12034702980787,0.0347378802393091,0.0318707905402324,FALSE,TRUE,"gained_in_LI"
"MGDG/LPE||PE/DGDG","MGDG/LPE","MGDG/LPE",-0.0883842380123437,0.126475145488329,-0.102024295841704,0.0751330179250581,-0.0136400578293605,FALSE,FALSE,"stable_or_weak"
"PG/PA||SQDG/PG","PG/PA","PG/PA",-0.0883775323814914,0.126475145488329,-0.1082323688848,0.0585996707092378,-0.0198548365033086,FALSE,FALSE,"stable_or_weak"
"DG/LPC||TG/PG","DG/LPC","DG/LPC",0.0882927732075178,0.126840983931479,0.0976586619315972,0.0891346149639026,0.00936588872407938,FALSE,FALSE,"stable_or_weak"
"MGDG/PA||TG/PE","MGDG/PA","MGDG/PA",-0.0882697058373858,0.126900356467606,-0.285915761182981,1.08104553024039e-07,-0.197646055345595,FALSE,TRUE,"gained_in_LI"
"PG/PA||TG/MGDG","PG/PA","PG/PA",-0.0882410057373378,0.126987797628203,-0.237154291201408,1.35395308560669e-05,-0.14891328546407,FALSE,TRUE,"gained_in_LI"
"MGDG/PG||PE/LPE","MGDG/PG","MGDG/PG",-0.0881712671764734,0.127279808586013,0.0177023289997076,0.777392235109933,0.105873596176181,FALSE,FALSE,"stable_or_weak"
"DG/SQDG||TG/PS","DG/SQDG","DG/SQDG",0.0881495409325119,0.127332657890888,0.0198956067388908,0.750717328442134,-0.0682539341936211,FALSE,FALSE,"stable_or_weak"
"LPC/LPE||PC/DGDG","LPC/LPE","LPC/LPE",-0.0881146716520797,0.127451120837846,0.239752320818838,1.07231738345092e-05,0.327866992470918,FALSE,TRUE,"gained_in_LI"
"MG/LPC||MG/PC","MG/LPC","MG/LPC",-0.0881034061922478,0.127451824501518,0.475488505207593,1.03234758280865e-20,0.563591911399841,FALSE,TRUE,"gained_in_LI"
"PE/PG||TG/PS","PE/PG","PE/PG",-0.0880752425426679,0.127536897779428,-0.0645170202322294,0.271710201656028,0.0235582223104385,FALSE,FALSE,"stable_or_weak"
"DG/LPE||SQDG/PG","DG/LPE","SQDG/PG",0.0880596854790905,0.127559060167883,0.111505789641678,0.0509374476532016,0.0234461041625874,FALSE,FALSE,"stable_or_weak"
"DG/PC||TG/LPC","DG/PC","DG/PC",-0.0879845824135443,0.127878859471629,0.38559201332543,1.80603366638871e-13,0.473576595738974,FALSE,TRUE,"gained_in_LI"
"DG/DGDG||PE/SQDG","DG/DGDG","PE/SQDG",0.0879733169537124,0.127879603759587,-0.0845164301367144,0.144241720115351,-0.172489747090427,FALSE,FALSE,"stable_or_weak"
"DGDG/MGDG||PC/SQDG","DGDG/MGDG","DGDG/MGDG",0.0878625399320317,0.12834733438531,-0.164499585592013,0.00319372407056627,-0.252362125524045,FALSE,TRUE,"gained_in_LI"
"DGDG/MGDG||MG/LPE","DGDG/MGDG","DGDG/MGDG",-0.087857711877818,0.12834733438531,-0.257060090499194,2.12893919806789e-06,-0.169202378621376,FALSE,TRUE,"gained_in_LI"
"MG/PA||SQDG/PG","MG/PA","SQDG/PG",0.0875827810128721,0.129675956598162,-0.021802419928062,0.726162772473612,-0.109385200940934,FALSE,FALSE,"stable_or_weak"
"PC/PS||TG/MG","PC/PS","PC/PS",0.0873134828778422,0.130986549691979,-0.390680246016185,8.00298057367672e-14,-0.477993728894027,FALSE,TRUE,"gained_in_LI"
"LPC/LPE||MGDG/PS","LPC/LPE","LPC/LPE",-0.0872544733263416,0.13123062928139,0.121735363619539,0.0327081677943148,0.20898983694588,FALSE,TRUE,"gained_in_LI"
"DGDG/PA||TG/DG","DGDG/PA","DGDG/PA",-0.087089514807374,0.132017437665457,-0.197271076468332,0.000348499762427545,-0.110181561660958,FALSE,TRUE,"gained_in_LI"
"DGDG/LPC||TG/PG","DGDG/LPC","DGDG/LPC",0.0870396249138326,0.132216120693597,0.0634776474501168,0.28006072010313,-0.0235619774637158,FALSE,FALSE,"stable_or_weak"
"LPC/PA||MG/PC","LPC/PA","LPC/PA",-0.0869701545782024,0.132515679926503,0.055001998277994,0.352999939117952,0.141972152856196,FALSE,FALSE,"stable_or_weak"
"LPC/LPE||MGDG/PG","LPC/LPE","LPC/LPE",0.0867193639843249,0.133740245077001,-0.281205994297532,1.80698654466806e-07,-0.367925358281856,FALSE,TRUE,"gained_in_LI"
"PA/PS||TG/LPC","PA/PS","PA/PS",0.0867105125515998,0.133740245077001,-0.445967099492786,4.31480265919806e-18,-0.532677612044386,FALSE,TRUE,"gained_in_LI"
"DGDG/PG||PE/PA","DGDG/PG","DGDG/PG",0.0866370188374582,0.133998781350137,0.0194095826147132,0.756323327342037,-0.067227436222745,FALSE,FALSE,"stable_or_weak"
"MG/SQDG||TG/MG","MG/SQDG","MG/SQDG",-0.0866343365851173,0.133998781350137,0.031637166361337,0.60766303544242,0.118271502946454,FALSE,FALSE,"stable_or_weak"
"DGDG/LPC||PC/PE","DGDG/LPC","DGDG/LPC",-0.0866270945037967,0.133998781350137,-0.485598182505814,1.14261503281563e-21,-0.398971088002017,FALSE,TRUE,"gained_in_LI"
"DG/LPE||TG/DG","DG/LPE","DG/LPE",-0.0865050520222842,0.134574616844273,-0.114661191295555,0.0445258225819726,-0.0281561392732705,FALSE,TRUE,"gained_in_LI"
"DGDG/LPC||TG/SQDG","DGDG/LPC","DGDG/LPC",0.0863151485565459,0.135506905948987,-0.0168960439460224,0.786959030074095,-0.103211192502568,FALSE,FALSE,"stable_or_weak"
"MGDG/LPE||PA/PS","MGDG/LPE","PA/PS",-0.0861614554974103,0.136253832944839,-0.331129147767964,4.68873626815163e-10,-0.244967692270553,FALSE,TRUE,"gained_in_LI"
"DGDG/PG||TG/DGDG","DGDG/PG","DGDG/PG",-0.0860651626383707,0.136701361269942,0.0518366722904557,0.383343673646501,0.137901834928826,FALSE,FALSE,"stable_or_weak"
"PC/PS||TG/PC","PC/PS","PC/PS",0.0859728931578425,0.137128750119944,-0.714052856464631,1.69932567426076e-55,-0.800025749622473,FALSE,TRUE,"gained_in_LI"
"PC/PE||SQDG/LPC","PC/PE","SQDG/LPC",-0.0859372192017081,0.137257943646403,-0.446835612800781,3.63554495296454e-18,-0.360898393599073,FALSE,TRUE,"gained_in_LI"
"PC/PG||SQDG/LPC","PC/PG","SQDG/LPC",0.0858350253875184,0.137739169854046,-0.388593185469703,1.12152111877977e-13,-0.474428210857221,FALSE,TRUE,"gained_in_LI"
"PE/PS||TG/PG","PE/PS","PE/PS",0.0857349773752015,0.138210265057208,-0.50148999117539,3.0690488907976e-23,-0.587224968550591,FALSE,TRUE,"gained_in_LI"
"DG/PE||TG/PG","DG/PE","DG/PE",0.0854444894466782,0.139699341985109,0.271246254905169,5.17729735487452e-07,0.185801765458491,FALSE,TRUE,"gained_in_LI"
"MG/LPC||MGDG/PG","MG/LPC","MGDG/PG",0.08530635345112,0.140380076707596,0.561529527574895,5.40831570824078e-30,0.476223174123775,FALSE,TRUE,"gained_in_LI"
"DGDG/SQDG||PG/PA","DGDG/SQDG","PG/PA",0.0852937468651176,0.14038741053061,0.180971565442934,0.00110582022187228,0.0956778185778162,FALSE,TRUE,"gained_in_LI"
"PC/LPE||TG/MGDG","PC/LPE","PC/LPE",0.0851759959873505,0.140960705713676,-0.151090737914442,0.00705781537014873,-0.236266733901792,FALSE,TRUE,"gained_in_LI"
"MGDG/PA||MGDG/SQDG","MGDG/PA","MGDG/PA",0.084856539733545,0.142629866437339,0.285476408249535,1.1341703845748e-07,0.20061986851599,FALSE,TRUE,"gained_in_LI"
"MGDG/PG||PE/PS","MGDG/PG","MGDG/PG",0.0847052607015163,0.143393156494483,-0.0223624742168494,0.719347324643324,-0.107067734918366,FALSE,FALSE,"stable_or_weak"
"DGDG/MGDG||LPC/PG","DGDG/MGDG","LPC/PG",0.0845875098237492,0.143975705544851,0.285173581960244,1.17161811891699e-07,0.200586072136494,FALSE,TRUE,"gained_in_LI"
"PC/PE||TG/SQDG","PC/PE","PC/PE",-0.0844002886103519,0.14494229984612,0.0607280705754236,0.302898718645563,0.145128359185775,FALSE,FALSE,"stable_or_weak"
"PC/PS||PG/PA","PC/PS","PG/PA",-0.0840979987715284,0.14655203253931,-0.0712931943211353,0.222744843269682,0.0128048044503931,FALSE,FALSE,"stable_or_weak"
"LPC/LPE||PE/MGDG","LPC/LPE","LPC/LPE",-0.0839727375872067,0.147186089827289,-0.0736640371652884,0.206939987194899,0.0103087004219183,FALSE,FALSE,"stable_or_weak"
"DG/MGDG||MG/PC","DG/MGDG","MG/PC",-0.0839603992264384,0.147191733045368,0.254975712205053,2.59999725459738e-06,0.338936111431491,FALSE,TRUE,"gained_in_LI"
"LPE/PG||MG/DGDG","LPE/PG","LPE/PG",0.083896025170256,0.147487639306296,0.0967434774328699,0.0923399043314108,0.012847452262614,FALSE,FALSE,"stable_or_weak"
"DG/LPE||TG/PG","DG/LPE","DG/LPE",0.0837538657961864,0.148219325022014,0.00741884174979414,0.907966396709036,-0.0763350240463922,FALSE,FALSE,"stable_or_weak"
"MG/DGDG||MG/PG","MG/DGDG","MG/PG",0.0835655716818527,0.149213393585405,0.454411098087286,8.13174785373863e-19,0.370845526405433,FALSE,TRUE,"gained_in_LI"
"DG/MGDG||LPC/LPE","DG/MGDG","LPC/LPE",0.0834789349312405,0.149637880524328,-0.101202453724441,0.0775789238987797,-0.184681388655682,FALSE,FALSE,"stable_or_weak"
"LPC/PA||TG/PE","LPC/PA","LPC/PA",-0.0830264389613246,0.152143781170772,-0.314114011818004,4.06975270233077e-09,-0.231087572856679,FALSE,TRUE,"gained_in_LI"
"DG/DGDG||SQDG/PS","DG/DGDG","SQDG/PS",0.0827067144822851,0.15391447766212,-0.0448941985564118,0.456169210885416,-0.127600913038697,FALSE,FALSE,"stable_or_weak"
"DG/PC||TG/SQDG","DG/PC","DG/PC",-0.0826388534980594,0.154240360184941,0.0331470062040497,0.58977867008492,0.115785859702109,FALSE,FALSE,"stable_or_weak"
"PE/PG||PE/PS","PE/PG","PE/PS",-0.0825742112166429,0.154548116449774,0.381215650405959,3.60419878761101e-13,0.463789861622602,FALSE,TRUE,"gained_in_LI"
"MG/LPC||MG/PG","MG/LPC","MG/PG",-0.0825538260988517,0.154600032499525,0.42827469482674,1.21244731556756e-16,0.510828520925592,FALSE,TRUE,"gained_in_LI"
"MG/DGDG||PC/SQDG","MG/DGDG","PC/SQDG",0.082419981707039,0.155309762990083,0.0253352144863084,0.684050610444108,-0.0570847672207306,FALSE,FALSE,"stable_or_weak"
"PE/SQDG||TG/PA","PE/SQDG","PE/SQDG",0.0823271757760427,0.155782914058447,0.225635090298025,3.70165157357352e-05,0.143307914521982,FALSE,TRUE,"gained_in_LI"
"PC/PS||TG/DGDG","PC/PS","PC/PS",0.082288014891865,0.155944417943174,-0.357596540967381,1.26137425719903e-11,-0.439884555859246,FALSE,TRUE,"gained_in_LI"
"DGDG/MGDG||TG/SQDG","DGDG/MGDG","DGDG/MGDG",-0.0822751400806285,0.155952888994732,0.229202754136704,2.7281798011502e-05,0.311477894217332,FALSE,TRUE,"gained_in_LI"
"LPC/PA||LPE/PG","LPC/PA","LPE/PG",0.0822295417908326,0.156152050802099,-0.122844206737281,0.0310290827913038,-0.205073748528114,FALSE,TRUE,"gained_in_LI"
"MG/MGDG||MG/PG","MG/MGDG","MG/PG",-0.081881117211745,0.15812608214751,0.298515641554526,2.60017758122277e-08,0.380396758766271,FALSE,TRUE,"gained_in_LI"
"LPC/PA||MG/PE","LPC/PA","LPC/PA",0.0818690470762108,0.158129766000174,-0.268844566159095,6.61224886506248e-07,-0.350713613235306,FALSE,TRUE,"gained_in_LI"
"DG/PA||TG/PE","DG/PA","DG/PA",-0.0816225480860788,0.159517828822369,-0.247032221897372,5.51354043713583e-06,-0.165409673811293,FALSE,TRUE,"gained_in_LI"
"DG/MG||PC/LPE","DG/MG","PC/LPE",0.0815748039944102,0.159732918449035,-0.263409786465891,1.14333851397107e-06,-0.344984590460301,FALSE,TRUE,"gained_in_LI"
"PG/PA||TG/DG","PG/PA","PG/PA",-0.0815450309934258,0.159841556562894,-0.200446595014766,0.000274321199568468,-0.11890156402134,FALSE,TRUE,"gained_in_LI"
"MG/LPE||TG/PE","MG/LPE","MG/LPE",-0.0806923429742423,0.164893236423114,0.00292955600677,0.964487000154516,0.0836218989810123,FALSE,FALSE,"stable_or_weak"
"DG/PG||SQDG/LPC","DG/PG","SQDG/LPC",0.0802307273463673,0.167646003664009,0.258892068848053,1.7784515165638e-06,0.178661341501686,FALSE,TRUE,"gained_in_LI"
"DG/MG||PC/PE","DG/MG","PC/PE",-0.0802151702827899,0.167670525162452,-0.202154116855006,0.000241602467951727,-0.121938946572216,FALSE,TRUE,"gained_in_LI"
"LPC/LPE||TG/DG","LPC/LPE","LPC/LPE",-0.0802017590210852,0.167681859932264,0.0482467457573474,0.419827473779918,0.128448504778433,FALSE,FALSE,"stable_or_weak"
"DG/LPE||PC/DGDG","DG/LPE","PC/DGDG",-0.0801693037677599,0.167810461168313,-0.333002164577639,3.70265945578489e-10,-0.252832860809879,FALSE,TRUE,"gained_in_LI"
"DG/PA||PC/PS","DG/PA","PC/PS",-0.0797323648614214,0.170445551612258,-0.133575898353365,0.0181797730611465,-0.0538435334919438,FALSE,TRUE,"gained_in_LI"
"DG/SQDG||PE/PS","DG/SQDG","PE/PS",0.0794821107180121,0.171937691858588,-0.107089997612795,0.0615343746238473,-0.186572108330808,FALSE,FALSE,"stable_or_weak"
"PC/LPE||PE/PS","PC/LPE","PE/PS",0.0792444631606052,0.173359998275442,0.324614761507533,1.08941716378281e-09,0.245370298346928,FALSE,TRUE,"gained_in_LI"
"DG/DGDG||LPC/LPE","DG/DGDG","LPC/LPE",-0.0791698965455272,0.173757542166492,-0.215212125926383,8.72851409424911e-05,-0.136042229380856,FALSE,TRUE,"gained_in_LI"
"PG/PA||TG/LPC","PG/PA","PG/PA",0.0790736036864876,0.174293379532021,0.254507927396794,2.71384554131552e-06,0.175434323710306,FALSE,TRUE,"gained_in_LI"
"DG/PG||MG/SQDG","DG/PG","MG/SQDG",-0.0790360521537145,0.174457594417067,0.332151354135094,4.12370842087538e-10,0.411187406288809,FALSE,TRUE,"gained_in_LI"
"MG/SQDG||PC/PA","MG/SQDG","PC/PA",-0.0789577303853592,0.174880770028254,0.11852873094595,0.0376033226551737,0.197486461331309,FALSE,TRUE,"gained_in_LI"
"MG/PG||PA/PS","MG/PG","PA/PS",0.0788737758870879,0.175340522308688,-0.0684585900472345,0.242389383586312,-0.147332365934322,FALSE,FALSE,"stable_or_weak"
"PE/DGDG||TG/PG","PE/DGDG","PE/DGDG",-0.0788566094721059,0.175375623256022,-0.25950710930983,1.67295385389349e-06,-0.180650499837724,FALSE,TRUE,"gained_in_LI"
"MG/DGDG||SQDG/PS","MG/DGDG","SQDG/PS",-0.0788198626150351,0.175535420098121,0.157854573642579,0.00478408356297957,0.236674436257614,FALSE,TRUE,"gained_in_LI"
"DGDG/PG||PC/LPE","DGDG/PG","DGDG/PG",-0.0786739480876882,0.176392081966231,-0.37923561172788,4.89538604252181e-13,-0.300561663640192,FALSE,TRUE,"gained_in_LI"
"SQDG/PG||TG/MGDG","SQDG/PG","SQDG/PG",-0.0786567816727062,0.17642730256776,-0.063592716075543,0.279153179220354,0.0150640655971633,FALSE,FALSE,"stable_or_weak"
"PC/SQDG||TG/LPE","PC/SQDG","PC/SQDG",0.0784537351704974,0.177653923240324,-0.195592791178609,0.000394346382847658,-0.274046526349106,FALSE,TRUE,"gained_in_LI"
"DGDG/PS||MG/SQDG","DGDG/PS","DGDG/PS",-0.0783595881133305,0.17818447908724,-0.0454494247909855,0.450039573229606,0.032910163322345,FALSE,FALSE,"stable_or_weak"
"MG/LPE||TG/MGDG","MG/LPE","MG/LPE",-0.0781358882680965,0.179553803749472,-0.164719262058736,0.00315208040111355,-0.0865833737906395,FALSE,TRUE,"gained_in_LI"
"DGDG/LPE||TG/PG","DGDG/LPE","DGDG/LPE",0.0780975320596211,0.179726573174616,-0.0244363917268609,0.694522546893054,-0.102533923786482,FALSE,FALSE,"stable_or_weak"
"DGDG/PG||TG/MGDG","DGDG/PG","DGDG/PG",-0.0780181373903294,0.180165762290154,0.0740111206182055,0.204968220250629,0.152029258008535,FALSE,FALSE,"stable_or_weak"
"MGDG/PA||PC/SQDG","MGDG/PA","MGDG/PA",0.077225800048817,0.185288508003794,-0.146990646986087,0.00889299646315286,-0.224216447034904,FALSE,TRUE,"gained_in_LI"
"SQDG/LPE||TG/DGDG","SQDG/LPE","SQDG/LPE",-0.0771933447954917,0.185425756607464,-0.162834175113526,0.00353430043579929,-0.0856408303180346,FALSE,TRUE,"gained_in_LI"
"DG/MG||PG/PS","DG/MG","PG/PS",0.0771729596777006,0.185482963577861,-0.226844517878553,3.33408677354912e-05,-0.304017477556254,FALSE,TRUE,"gained_in_LI"
"MG/PE||SQDG/PA","MG/PE","SQDG/PA",-0.0770299956279287,0.18635516050195,-0.177587099439141,0.00138679018589871,-0.100557103811212,FALSE,TRUE,"gained_in_LI"
"DGDG/SQDG||LPE/PS","DGDG/SQDG","LPE/PS",-0.0770101469606058,0.186408957836404,-0.153056828880347,0.00630786003209278,-0.0760466819197416,FALSE,TRUE,"gained_in_LI"
"DG/MGDG||MG/PE","DG/MGDG","MG/PE",-0.076784301313499,0.18783880548159,0.332119435332237,4.13732035071048e-10,0.408903736645736,FALSE,TRUE,"gained_in_LI"
"PG/PS||TG/DG","PG/PS","PG/PS",-0.0767400441498735,0.188056392106264,-0.466249218794006,7.27032111490897e-20,-0.389509174644132,FALSE,TRUE,"gained_in_LI"
"PC/PE||TG/MG","PC/PE","PC/PE",-0.0766786205712661,0.188389347126738,0.0473602613586681,0.42939968469195,0.124038881929934,FALSE,FALSE,"stable_or_weak"
"MG/PS||TG/MG","MG/PS","MG/PS",-0.076233903133139,0.191311982103245,-0.527013231550798,6.085782116745e-26,-0.450779328417659,FALSE,TRUE,"gained_in_LI"
"DG/DGDG||TG/LPE","DG/DGDG","DG/DGDG",-0.0762202236462002,0.191324565878885,-0.0337285185115645,0.582939610245244,0.0424917051346357,FALSE,FALSE,"stable_or_weak"
"PC/PS||TG/PE","PC/PS","PC/PS",0.0757379546752999,0.194512540818414,-0.491464000150206,3.05693499495541e-22,-0.567201954825506,FALSE,TRUE,"gained_in_LI"
"MG/PG||TG/DGDG","MG/PG","MG/PG",-0.0757299079182771,0.194512540818414,0.0364131848796071,0.552561331004489,0.112143092797884,FALSE,FALSE,"stable_or_weak"
"MG/PC||TG/PG","MG/PC","MG/PC",0.0752945783633433,0.197439683324247,0.253589524195257,2.95658720701945e-06,0.178294945831914,FALSE,TRUE,"gained_in_LI"
"LPC/LPE||MGDG/SQDG","LPC/LPE","LPC/LPE",-0.0752197435230312,0.197877473109075,-0.193895461897264,0.000445011955470425,-0.118675718374233,FALSE,TRUE,"gained_in_LI"
"LPE/PA||MGDG/SQDG","LPE/PA","LPE/PA",-0.0750121371918427,0.199243405792524,0.169611153878135,0.00232913733534513,0.244623291069977,FALSE,TRUE,"gained_in_LI"
"DG/PS||LPC/LPE","DG/PS","LPC/LPE",-0.0748613946102821,0.200216534418032,0.109860764280982,0.0547172631899281,0.184722158891264,FALSE,FALSE,"stable_or_weak"
"MG/PE||MGDG/SQDG","MG/PE","MGDG/SQDG",0.0748471786728752,0.200232574563218,-0.0413072225008784,0.496519487125926,-0.116154401173754,FALSE,FALSE,"stable_or_weak"
"MG/SQDG||TG/PG","MG/SQDG","MG/SQDG",-0.0746481555491778,0.201549562783846,0.171600848664641,0.00204521999207589,0.246249004213818,FALSE,TRUE,"gained_in_LI"
"DGDG/PS||MGDG/PA","DGDG/PS","MGDG/PA",-0.0745127018059605,0.202422442032913,0.0615056555290609,0.296632772953539,0.136018357335021,FALSE,FALSE,"stable_or_weak"
"MG/SQDG||PE/PA","MG/SQDG","PE/PA",-0.0744754184984215,0.20260179169702,0.117328959473849,0.0396365931382998,0.191804377972271,FALSE,TRUE,"gained_in_LI"
"PC/DGDG||SQDG/PA","PC/DGDG","SQDG/PA",0.074319043186945,0.203626544661126,-0.236775288945633,1.40125171737471e-05,-0.311094332132578,FALSE,TRUE,"gained_in_LI"
"DG/SQDG||DGDG/PA","DG/SQDG","DGDG/PA",-0.0743040225738357,0.203648279997452,0.152993527725101,0.00632857107764881,0.227297550298937,FALSE,TRUE,"gained_in_LI"
"PC/MGDG||TG/LPC","PC/MGDG","PC/MGDG",0.0742777365008945,0.203750132592045,-0.368855026943225,2.38441555636821e-12,-0.443132763444119,FALSE,TRUE,"gained_in_LI"
"TG/PA||TG/PS","TG/PA","TG/PS",0.0742605700859125,0.203787172027911,-0.0259580334798737,0.676154281815163,-0.100218603565786,FALSE,FALSE,"stable_or_weak"
"MG/PG||SQDG/LPC","MG/PG","SQDG/LPC",-0.0741790296147481,0.2042774664198,0.258259057295592,1.89047034392593e-06,0.33243808691034,FALSE,TRUE,"gained_in_LI"
"DG/SQDG||LPC/PG","DG/SQDG","LPC/PG",-0.0741677641549162,0.2042774664198,-0.130506060549164,0.0213277738683194,-0.0563382963942482,FALSE,TRUE,"gained_in_LI"
"DG/MGDG||DGDG/SQDG","DG/MGDG","DGDG/SQDG",0.0741261892436317,0.204488496938267,0.0142467833088801,0.819089948174251,-0.0598794059347515,FALSE,FALSE,"stable_or_weak"
"MG/LPC||SQDG/PG","MG/LPC","SQDG/PG",-0.0740379431416149,0.205032728938844,0.115155530401989,0.0436664041476509,0.189193473543604,FALSE,TRUE,"gained_in_LI"
"DG/SQDG||TG/PC","DG/SQDG","DG/SQDG",0.0739081221283136,0.205875550664411,0.148702996880541,0.00807769814780726,0.074794874752227,FALSE,TRUE,"gained_in_LI"
"MGDG/PA||PC/PS","MGDG/PA","MGDG/PA",-0.0737919806019511,0.20662257442596,-0.0969993643061952,0.0914363904165017,-0.0232073837042441,FALSE,FALSE,"stable_or_weak"
"LPC/LPE||PC/PE","LPC/LPE","LPC/LPE",0.0737361897532596,0.20693735763671,0.465773655453958,8.02914088856404e-20,0.392037465700698,FALSE,TRUE,"gained_in_LI"
