"trait","n_snps","n_genes_in_rds"
"Sum_AEG_over_TG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part05.parta1_SAP_bialleles_MAF_0.05_5",6085245,0
"Sum_Cer_over_AEG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,388
"Sum_Cer_over_DG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part05.parta1_SAP_bialleles_MAF_0.05_5",6085245,438
"Sum_Cer_over_DGDG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,404
"Sum_Cer_over_FA_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,332
"Sum_Cer_over_GalCer_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,381
"Sum_Cer_over_LPC_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,390
"Sum_Cer_over_LPE_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,306
"Sum_Cer_over_MG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part05.parta1_SAP_bialleles_MAF_0.05_5",6085245,453
"Sum_Cer_over_MGDG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,410
"Sum_Cer_over_PA_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part05.parta1_SAP_bialleles_MAF_0.05_5",6085245,277
"Sum_Cer_over_PC_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part05.parta1_SAP_bialleles_MAF_0.05_5",6085245,348
"Sum_Cer_over_PE_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part05.parta1_SAP_bialleles_MAF_0.05_5",6085245,310
"Sum_Cer_over_PG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part05.parta1_SAP_bialleles_MAF_0.05_5",6085245,389
"Sum_Cer_over_PS_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part05.parta1_SAP_bialleles_MAF_0.05_5",6085245,295
"Sum_Cer_over_SM_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,403
"Sum_Cer_over_SQDG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,443
"Sum_Cer_over_TG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,433
"Sum_DG_over_AEG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_7",6085245,1021
"Sum_DG_over_Cer_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_7",6085245,471
"Sum_DG_over_DGDG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_7",6085245,1117
"Sum_DG_over_FA_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_7",6085245,287
"Sum_DG_over_GalCer_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_7",6085245,851
"Sum_DG_over_LPC_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_7",6085245,480
"Sum_DG_over_LPE_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_7",6085245,563
"Sum_DG_over_MG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_7",6085245,703
"Sum_DG_over_MGDG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_7",6085245,788
"Sum_DG_over_PA_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_7",6085245,205
"Sum_DG_over_PC_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_7",6085245,1350
"Sum_DG_over_PE_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_7",6085245,1568
"Sum_DG_over_PG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_7",6085245,1149
"Sum_DG_over_PS_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_7",6085245,579
"Sum_DG_over_SM_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_7",6085245,512
"Sum_DG_over_SQDG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_7",6085245,641
"Sum_DG_over_TG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_7",6085245,1543
"Sum_DGDG_over_AEG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part01.parta1_SAP_bialleles_MAF_0.05",6085245,0
"Sum_DGDG_over_Cer_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part01.parta1_SAP_bialleles_MAF_0.05",6085245,0
"Sum_DGDG_over_DG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part01.parta1_SAP_bialleles_MAF_0.05",6085245,4
"Sum_DGDG_over_FA_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part01.parta1_SAP_bialleles_MAF_0.05",6085245,51
"Sum_DGDG_over_GalCer_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part01.parta1_SAP_bialleles_MAF_0.05",6085245,0
"Sum_DGDG_over_LPC_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part01.parta1_SAP_bialleles_MAF_0.05",6085245,0
"Sum_DGDG_over_LPE_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part01.parta1_SAP_bialleles_MAF_0.05",6085245,0
"Sum_DGDG_over_MG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part01.parta1_SAP_bialleles_MAF_0.05",6085245,3
"Sum_DGDG_over_MGDG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part01.parta1_SAP_bialleles_MAF_0.05",6085245,1
"Sum_DGDG_over_PA_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part02.parta1_SAP_bialleles_MAF_0.05_2",6085245,1
"Sum_DGDG_over_PC_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part01.parta1_SAP_bialleles_MAF_0.05",6085245,0
"Sum_DGDG_over_PE_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part01.parta1_SAP_bialleles_MAF_0.05",6085245,20
"Sum_DGDG_over_PG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part01.parta1_SAP_bialleles_MAF_0.05",6085245,0
"Sum_DGDG_over_PS_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part02.parta1_SAP_bialleles_MAF_0.05_2",6085245,8
"Sum_DGDG_over_SM_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part01.parta1_SAP_bialleles_MAF_0.05",6085245,3
"Sum_DGDG_over_SQDG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part01.parta1_SAP_bialleles_MAF_0.05",6085245,3
"Sum_DGDG_over_TG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part01.parta1_SAP_bialleles_MAF_0.05",6085245,0
"Sum_FA_over_AEG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_6",6085245,41
"Sum_FA_over_Cer_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_6",6085245,0
"Sum_FA_over_DG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_6",6085245,87
"Sum_FA_over_DGDG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_6",6085245,73
"Sum_FA_over_GalCer_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_6",6085245,57
"Sum_FA_over_LPC_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_6",6085245,0
"Sum_FA_over_LPE_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_6",6085245,0
"Sum_FA_over_MG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_6",6085245,81
"Sum_FA_over_MGDG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_6",6085245,53
"Sum_FA_over_PA_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_6",6085245,71
"Sum_FA_over_PC_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_6",6085245,44
"Sum_FA_over_PE_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_6",6085245,58
"Sum_FA_over_PG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_6",6085245,66
"Sum_FA_over_PS_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_6",6085245,133
"Sum_FA_over_SM_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_6",6085245,127
"Sum_FA_over_SQDG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_6",6085245,243
"Sum_FA_over_TG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_6",6085245,11
"Sum_GalCer_over_AEG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,390
"Sum_GalCer_over_Cer_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,192
"Sum_GalCer_over_DG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,391
"Sum_GalCer_over_DGDG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,409
"Sum_GalCer_over_FA_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,153
"Sum_GalCer_over_LPC_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,260
"Sum_GalCer_over_LPE_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,274
"Sum_GalCer_over_MG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,337
"Sum_GalCer_over_MGDG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,357
"Sum_GalCer_over_PA_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,99
"Sum_GalCer_over_PC_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,416
"Sum_GalCer_over_PE_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,516
"Sum_GalCer_over_PG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,400
"Sum_GalCer_over_PS_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,274
"Sum_GalCer_over_SM_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,238
"Sum_GalCer_over_SQDG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,302
"Sum_GalCer_over_TG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,494
"Sum_LPC_over_AEG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,447
"Sum_LPC_over_Cer_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,358
"Sum_LPC_over_DG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,391
"Sum_LPC_over_DGDG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,398
"Sum_LPC_over_FA_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,129
"Sum_LPC_over_GalCer_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,367
"Sum_LPC_over_LPE_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,375
"Sum_LPC_over_MG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,423
"Sum_LPC_over_MGDG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,368
"Sum_LPC_over_PA_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,207
"Sum_LPC_over_PC_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,452
"Sum_LPC_over_PE_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,466
"Sum_LPC_over_PG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,411
"Sum_LPC_over_PS_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,333
"Sum_LPC_over_SM_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,355
"Sum_LPC_over_SQDG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,364
"Sum_LPC_over_TG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_3",6085245,781
"Sum_LPE_over_AEG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,330
"Sum_LPE_over_Cer_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,255
"Sum_LPE_over_DG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,320
"Sum_LPE_over_DGDG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,334
"Sum_LPE_over_FA_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,102
"Sum_LPE_over_GalCer_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,310
"Sum_LPE_over_LPC_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,328
"Sum_LPE_over_MG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,306
"Sum_LPE_over_MGDG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,272
"Sum_LPE_over_PA_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,126
"Sum_LPE_over_PC_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,364
"Sum_LPE_over_PE_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,390
"Sum_LPE_over_PG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,333
"Sum_LPE_over_PS_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,249
"Sum_LPE_over_SM_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,273
"Sum_LPE_over_SQDG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,263
"Sum_LPE_over_TG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_4",6085245,555
"Sum_MG_over_AEG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part08.parta1_SAP_bialleles_MAF_0.05_8",6085245,0
"Sum_MG_over_Cer_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part08.parta1_SAP_bialleles_MAF_0.05_8",6085245,0
"Sum_MG_over_DG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part08.parta1_SAP_bialleles_MAF_0.05_8",6085245,3
"Sum_MG_over_DGDG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_7",6085245,0
"Sum_MG_over_FA_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part08.parta1_SAP_bialleles_MAF_0.05_8",6085245,73
"Sum_MG_over_GalCer_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_7",6085245,5
"Sum_MG_over_LPC_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_7",6085245,0
"Sum_MG_over_LPE_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part08.parta1_SAP_bialleles_MAF_0.05_8",6085245,0
"Sum_MG_over_MGDG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_7",6085245,1
"Sum_MG_over_PA_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part08.parta1_SAP_bialleles_MAF_0.05_8",6085245,1
"Sum_MG_over_PC_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part08.parta1_SAP_bialleles_MAF_0.05_8",6085245,0
"Sum_MG_over_PE_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part08.parta1_SAP_bialleles_MAF_0.05_8",6085245,1
"Sum_MG_over_PG_log10safe_mod_sub_Final_lowinput_BLUPs_class_sums_and_ratios_wide.part08.parta1_SAP_bialleles_MAF_0.05_8",6085245,0
