"trait","n_snps","n_genes_in_rds"
"Sum_Cer_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta2_SAP_bialleles_MAF_0.05_15",6106358,11
"Sum_Cer_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta5_SAP_bialleles_MAF_0.05_14",6106358,8
"Sum_Cer_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta6_SAP_bialleles_MAF_0.05_15",6106358,168
"Sum_Cer_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta3_SAP_bialleles_MAF_0.05_15",6106358,6
"Sum_Cer_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta4_SAP_bialleles_MAF_0.05_15",6106358,1
"Sum_Cer_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta5_SAP_bialleles_MAF_0.05_15",6106358,1
"Sum_Cer_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta7_SAP_bialleles_MAF_0.05_15",6106358,12
"Sum_Cer_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_14",6106358,37
"Sum_Cer_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta6_SAP_bialleles_MAF_0.05_14",6106358,5
"Sum_Cer_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta3_SAP_bialleles_MAF_0.05_14",6106358,18
"Sum_DG_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta9_SAP_bialleles_MAF_0.05_3",6106358,17
"Sum_DG_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta8_SAP_bialleles_MAF_0.05_3",6106358,92
"Sum_DG_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta2_SAP_bialleles_MAF_0.05_3",6106358,71
"Sum_DG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_3",6106358,12
"Sum_DG_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta5_SAP_bialleles_MAF_0.05_3",6106358,154
"Sum_DG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta6_SAP_bialleles_MAF_0.05_3",6106358,6
"Sum_DG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta7_SAP_bialleles_MAF_0.05_3",6106358,26
"Sum_DG_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta3_SAP_bialleles_MAF_0.05_3",6106358,714
"Sum_DG_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta3_SAP_bialleles_MAF_0.05_3",6106358,149
"Sum_DG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta7_SAP_bialleles_MAF_0.05_3",6106358,103
"Sum_DG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta4_SAP_bialleles_MAF_0.05_3",6106358,58
"Sum_DG_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta5_SAP_bialleles_MAF_0.05_3",6106358,22
"Sum_DG_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta6_SAP_bialleles_MAF_0.05_3",6106358,45
"Sum_DG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta8_SAP_bialleles_MAF_0.05_3",6106358,57
"Sum_DG_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta10_SAP_bialleles_MAF_0.05_3",6106358,123
"Sum_DG_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta4_SAP_bialleles_MAF_0.05_3",6106358,4
"Sum_DG_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta2_SAP_bialleles_MAF_0.05_3",6106358,227
"Sum_DGDG_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta5_SAP_bialleles_MAF_0.05_11",6106358,3735
"Sum_DGDG_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta4_SAP_bialleles_MAF_0.05_11",6106358,3490
"Sum_DGDG_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta9_SAP_bialleles_MAF_0.05_11",6106358,3880
"Sum_DGDG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta7_SAP_bialleles_MAF_0.05_11",6106358,4257
"Sum_DGDG_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta1_SAP_bialleles_MAF_0.05_11",6106358,3838
"Sum_DGDG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta2_SAP_bialleles_MAF_0.05_11",6106358,3492
"Sum_DGDG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta3_SAP_bialleles_MAF_0.05_11",6106358,3373
"Sum_DGDG_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta10_SAP_bialleles_MAF_0.05_11",6106358,3798
"Sum_DGDG_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta9_SAP_bialleles_MAF_0.05_11",6106358,3901
"Sum_DGDG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta1_SAP_bialleles_MAF_0.05_12",6106358,2985
"Sum_DGDG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta1_SAP_bialleles_MAF_0.05_11",6106358,3481
"Sum_DGDG_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta2_SAP_bialleles_MAF_0.05_11",6106358,3680
"Sum_DGDG_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta3_SAP_bialleles_MAF_0.05_11",6106358,3509
"Sum_DGDG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta2_SAP_bialleles_MAF_0.05_12",6106358,3538
"Sum_DGDG_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta6_SAP_bialleles_MAF_0.05_11",6106358,3465
"Sum_DGDG_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta10_SAP_bialleles_MAF_0.05_11",6106358,3766
"Sum_DGDG_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta8_SAP_bialleles_MAF_0.05_11",6106358,3531
"Sum_FA_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta7_SAP_bialleles_MAF_0.05_2",6106358,760
"Sum_FA_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta6_SAP_bialleles_MAF_0.05_2",6106358,691
"Sum_FA_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta10_SAP_bialleles_MAF_0.05_2",6106358,704
"Sum_FA_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta10_SAP_bialleles_MAF_0.05_2",6106358,727
"Sum_FA_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta3_SAP_bialleles_MAF_0.05_2",6106358,729
"Sum_FA_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta4_SAP_bialleles_MAF_0.05_2",6106358,648
"Sum_FA_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta5_SAP_bialleles_MAF_0.05_2",6106358,553
"Sum_FA_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_2",6106358,728
"Sum_FA_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_2",6106358,699
"Sum_FA_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta5_SAP_bialleles_MAF_0.05_2",6106358,572
"Sum_FA_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta2_SAP_bialleles_MAF_0.05_2",6106358,585
"Sum_FA_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta3_SAP_bialleles_MAF_0.05_2",6106358,659
"Sum_FA_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta4_SAP_bialleles_MAF_0.05_2",6106358,610
"Sum_FA_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta6_SAP_bialleles_MAF_0.05_2",6106358,615
"Sum_FA_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta8_SAP_bialleles_MAF_0.05_2",6106358,756
"Sum_FA_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta2_SAP_bialleles_MAF_0.05_2",6106358,728
"Sum_FA_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta9_SAP_bialleles_MAF_0.05_2",6106358,688
"Sum_GalCer_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_13",6106358,22
"Sum_GalCer_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta10_SAP_bialleles_MAF_0.05_13",6106358,82
"Sum_GalCer_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta5_SAP_bialleles_MAF_0.05_13",6106358,57
"Sum_GalCer_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta5_SAP_bialleles_MAF_0.05_13",6106358,9
"Sum_GalCer_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta3_SAP_bialleles_MAF_0.05_13",6106358,14
"Sum_GalCer_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta8_SAP_bialleles_MAF_0.05_13",6106358,18
"Sum_GalCer_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta9_SAP_bialleles_MAF_0.05_13",6106358,3
"Sum_GalCer_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta6_SAP_bialleles_MAF_0.05_13",6106358,308
"Sum_GalCer_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta6_SAP_bialleles_MAF_0.05_13",6106358,31
"Sum_GalCer_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta10_SAP_bialleles_MAF_0.05_13",6106358,22
"Sum_GalCer_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta7_SAP_bialleles_MAF_0.05_13",6106358,96
"Sum_GalCer_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta8_SAP_bialleles_MAF_0.05_13",6106358,34
"Sum_GalCer_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta9_SAP_bialleles_MAF_0.05_13",6106358,82
"Sum_GalCer_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_13",6106358,97
"Sum_GalCer_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta2_SAP_bialleles_MAF_0.05_13",6106358,93
"Sum_GalCer_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta7_SAP_bialleles_MAF_0.05_13",6106358,7
"Sum_GalCer_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta4_SAP_bialleles_MAF_0.05_13",6106358,238
"Sum_LPC_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta8_SAP_bialleles_MAF_0.05_13",6106358,2
"Sum_LPC_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta7_SAP_bialleles_MAF_0.05_13",6106358,66
"Sum_LPC_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta2_SAP_bialleles_MAF_0.05_13",6106358,3
"Sum_LPC_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta2_SAP_bialleles_MAF_0.05_13",6106358,0
"Sum_LPC_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta10_SAP_bialleles_MAF_0.05_13",6106358,14
"Sum_LPC_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta5_SAP_bialleles_MAF_0.05_13",6106358,11
"Sum_LPC_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta6_SAP_bialleles_MAF_0.05_13",6106358,35
"Sum_LPC_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_14",6106358,17
"Sum_LPC_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta3_SAP_bialleles_MAF_0.05_13",6106358,6
"Sum_LPC_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta5_SAP_bialleles_MAF_0.05_14",6106358,86
"Sum_LPC_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta2_SAP_bialleles_MAF_0.05_14",6106358,5
"Sum_LPC_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta3_SAP_bialleles_MAF_0.05_14",6106358,5
"Sum_LPC_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta4_SAP_bialleles_MAF_0.05_14",6106358,8
"Sum_LPC_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta6_SAP_bialleles_MAF_0.05_14",6106358,51
"Sum_LPC_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta9_SAP_bialleles_MAF_0.05_13",6106358,30
"Sum_LPC_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta4_SAP_bialleles_MAF_0.05_13",6106358,4
"Sum_LPC_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_13",6106358,79
"Sum_LPE_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta3_SAP_bialleles_MAF_0.05_14",6106358,6
"Sum_LPE_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta2_SAP_bialleles_MAF_0.05_14",6106358,14
"Sum_LPE_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta7_SAP_bialleles_MAF_0.05_14",6106358,14
"Sum_LPE_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta7_SAP_bialleles_MAF_0.05_14",6106358,27
"Sum_LPE_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta5_SAP_bialleles_MAF_0.05_14",6106358,16
"Sum_LPE_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta10_SAP_bialleles_MAF_0.05_14",6106358,3
"Sum_LPE_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_14",6106358,35
"Sum_LPE_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta8_SAP_bialleles_MAF_0.05_14",6106358,2
"Sum_LPE_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta8_SAP_bialleles_MAF_0.05_14",6106358,8
"Sum_LPE_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta2_SAP_bialleles_MAF_0.05_14",6106358,118
"Sum_LPE_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta9_SAP_bialleles_MAF_0.05_14",6106358,2
"Sum_LPE_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta10_SAP_bialleles_MAF_0.05_14",6106358,1
"Sum_LPE_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta1_SAP_bialleles_MAF_0.05_14",6106358,3
"Sum_LPE_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta3_SAP_bialleles_MAF_0.05_14",6106358,5
"Sum_LPE_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta4_SAP_bialleles_MAF_0.05_14",6106358,7
"Sum_LPE_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta9_SAP_bialleles_MAF_0.05_14",6106358,15
"Sum_LPE_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part04.parta6_SAP_bialleles_MAF_0.05_14",6106358,137
"Sum_MG_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta3_SAP_bialleles_MAF_0.05_4",6106358,3726
"Sum_MG_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta2_SAP_bialleles_MAF_0.05_4",6106358,3694
"Sum_MG_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta7_SAP_bialleles_MAF_0.05_4",6106358,4073
"Sum_MG_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta9_SAP_bialleles_MAF_0.05_3",6106358,4017
"Sum_MG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta5_SAP_bialleles_MAF_0.05_4",6106358,3513
"Sum_MG_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta2_SAP_bialleles_MAF_0.05_3",6106358,3923
"Sum_MG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta3_SAP_bialleles_MAF_0.05_3",6106358,3716
"Sum_MG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta1_SAP_bialleles_MAF_0.05_4",6106358,3548
"Sum_MG_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta10_SAP_bialleles_MAF_0.05_3",6106358,4024
"Sum_MG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta1_SAP_bialleles_MAF_0.05_4",6106358,3093
"Sum_MG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta8_SAP_bialleles_MAF_0.05_4",6106358,3439
"Sum_MG_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta9_SAP_bialleles_MAF_0.05_4",6106358,3523
"Sum_MG_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta10_SAP_bialleles_MAF_0.05_4",6106358,3504
"Sum_MG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta2_SAP_bialleles_MAF_0.05_4",6106358,3745
"Sum_MG_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta4_SAP_bialleles_MAF_0.05_4",6106358,3659
"Sum_MG_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_3",6106358,3679
"Sum_MG_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta6_SAP_bialleles_MAF_0.05_4",6106358,3681
"Sum_MGDG_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta9_SAP_bialleles_MAF_0.05_12",6106358,3730
