"trait","n_snps","n_genes_in_rds"
"Sum_MGDG_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta8_SAP_bialleles_MAF_0.05_12",6106358,3687
"Sum_MGDG_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta3_SAP_bialleles_MAF_0.05_12",6106358,4001
"Sum_MGDG_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta3_SAP_bialleles_MAF_0.05_12",6106358,3945
"Sum_MGDG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta1_SAP_bialleles_MAF_0.05_12",6106358,4371
"Sum_MGDG_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta5_SAP_bialleles_MAF_0.05_12",6106358,3750
"Sum_MGDG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta6_SAP_bialleles_MAF_0.05_12",6106358,3647
"Sum_MGDG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta7_SAP_bialleles_MAF_0.05_12",6106358,3550
"Sum_MGDG_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta4_SAP_bialleles_MAF_0.05_12",6106358,3920
"Sum_MGDG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta8_SAP_bialleles_MAF_0.05_12",6106358,3195
"Sum_MGDG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta5_SAP_bialleles_MAF_0.05_12",6106358,3402
"Sum_MGDG_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta6_SAP_bialleles_MAF_0.05_12",6106358,3500
"Sum_MGDG_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta7_SAP_bialleles_MAF_0.05_12",6106358,3454
"Sum_MGDG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta9_SAP_bialleles_MAF_0.05_12",6106358,3684
"Sum_MGDG_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta10_SAP_bialleles_MAF_0.05_12",6106358,3502
"Sum_MGDG_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta4_SAP_bialleles_MAF_0.05_12",6106358,3720
"Sum_MGDG_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta2_SAP_bialleles_MAF_0.05_12",6106358,3715
"Sum_PA_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta7_SAP_bialleles_MAF_0.05_8",6106358,20
"Sum_PA_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta6_SAP_bialleles_MAF_0.05_8",6106358,168
"Sum_PA_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta1_SAP_bialleles_MAF_0.05_8",6106358,109
"Sum_PA_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta2_SAP_bialleles_MAF_0.05_9",6106358,33
"Sum_PA_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta9_SAP_bialleles_MAF_0.05_8",6106358,59
"Sum_PA_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta3_SAP_bialleles_MAF_0.05_8",6106358,31
"Sum_PA_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta4_SAP_bialleles_MAF_0.05_8",6106358,86
"Sum_PA_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta5_SAP_bialleles_MAF_0.05_8",6106358,118
"Sum_PA_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta2_SAP_bialleles_MAF_0.05_8",6106358,118
"Sum_PA_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta1_SAP_bialleles_MAF_0.05_8",6106358,105
"Sum_PA_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta3_SAP_bialleles_MAF_0.05_8",6106358,5
"Sum_PA_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta4_SAP_bialleles_MAF_0.05_8",6106358,7
"Sum_PA_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta5_SAP_bialleles_MAF_0.05_8",6106358,21
"Sum_PA_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta6_SAP_bialleles_MAF_0.05_8",6106358,168
"Sum_PA_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta8_SAP_bialleles_MAF_0.05_8",6106358,41
"Sum_PA_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta2_SAP_bialleles_MAF_0.05_8",6106358,13
"Sum_PA_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta10_SAP_bialleles_MAF_0.05_8",6106358,349
"Sum_PC_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta10_SAP_bialleles_MAF_0.05_4",6106358,3850
"Sum_PC_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta9_SAP_bialleles_MAF_0.05_4",6106358,2767
"Sum_PC_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta4_SAP_bialleles_MAF_0.05_4",6106358,3499
"Sum_PC_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta3_SAP_bialleles_MAF_0.05_4",6106358,3645
"Sum_PC_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta2_SAP_bialleles_MAF_0.05_4",6106358,1946
"Sum_PC_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta6_SAP_bialleles_MAF_0.05_4",6106358,3971
"Sum_PC_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta7_SAP_bialleles_MAF_0.05_4",6106358,2778
"Sum_PC_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta8_SAP_bialleles_MAF_0.05_4",6106358,2491
"Sum_PC_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta5_SAP_bialleles_MAF_0.05_4",6106358,3642
"Sum_PC_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta4_SAP_bialleles_MAF_0.05_4",6106358,3269
"Sum_PC_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta8_SAP_bialleles_MAF_0.05_4",6106358,2100
"Sum_PC_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta6_SAP_bialleles_MAF_0.05_4",6106358,4403
"Sum_PC_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta7_SAP_bialleles_MAF_0.05_4",6106358,3770
"Sum_PC_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta9_SAP_bialleles_MAF_0.05_4",6106358,3157
"Sum_PC_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta1_SAP_bialleles_MAF_0.05_4",6106358,3542
"Sum_PC_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta5_SAP_bialleles_MAF_0.05_4",6106358,3146
"Sum_PC_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta3_SAP_bialleles_MAF_0.05_4",6106358,2892
"Sum_PE_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta5_SAP_bialleles_MAF_0.05_9",6106358,71
"Sum_PE_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta4_SAP_bialleles_MAF_0.05_9",6106358,28
"Sum_PE_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta9_SAP_bialleles_MAF_0.05_9",6106358,47
"Sum_PE_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta10_SAP_bialleles_MAF_0.05_4",6106358,43
"Sum_PE_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta7_SAP_bialleles_MAF_0.05_9",6106358,25
"Sum_PE_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta1_SAP_bialleles_MAF_0.05_9",6106358,31
"Sum_PE_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta2_SAP_bialleles_MAF_0.05_9",6106358,12
"Sum_PE_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta3_SAP_bialleles_MAF_0.05_9",6106358,4
"Sum_PE_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta10_SAP_bialleles_MAF_0.05_9",6106358,31
"Sum_PE_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta1_SAP_bialleles_MAF_0.05_4",6106358,24
"Sum_PE_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta3_SAP_bialleles_MAF_0.05_9",6106358,8
"Sum_PE_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta1_SAP_bialleles_MAF_0.05_9",6106358,92
"Sum_PE_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta2_SAP_bialleles_MAF_0.05_9",6106358,51
"Sum_PE_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta4_SAP_bialleles_MAF_0.05_9",6106358,76
"Sum_PE_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta6_SAP_bialleles_MAF_0.05_9",6106358,76
"Sum_PE_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta2_SAP_bialleles_MAF_0.05_4",6106358,2
"Sum_PE_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta8_SAP_bialleles_MAF_0.05_9",6106358,121
"Sum_PG_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta2_SAP_bialleles_MAF_0.05_9",6106358,101
"Sum_PG_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta1_SAP_bialleles_MAF_0.05_9",6106358,60
"Sum_PG_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta6_SAP_bialleles_MAF_0.05_9",6106358,65
"Sum_PG_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta5_SAP_bialleles_MAF_0.05_9",6106358,28
"Sum_PG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta4_SAP_bialleles_MAF_0.05_9",6106358,53
"Sum_PG_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta8_SAP_bialleles_MAF_0.05_9",6106358,136
"Sum_PG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta9_SAP_bialleles_MAF_0.05_9",6106358,13
"Sum_PG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta10_SAP_bialleles_MAF_0.05_9",6106358,16
"Sum_PG_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta7_SAP_bialleles_MAF_0.05_9",6106358,102
"Sum_PG_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta6_SAP_bialleles_MAF_0.05_9",6106358,37
"Sum_PG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta10_SAP_bialleles_MAF_0.05_9",6106358,14
"Sum_PG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta8_SAP_bialleles_MAF_0.05_9",6106358,33
"Sum_PG_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta9_SAP_bialleles_MAF_0.05_9",6106358,7
"Sum_PG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta1_SAP_bialleles_MAF_0.05_9",6106358,36
"Sum_PG_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta3_SAP_bialleles_MAF_0.05_9",6106358,60
"Sum_PG_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta7_SAP_bialleles_MAF_0.05_9",6106358,15
"Sum_PG_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta5_SAP_bialleles_MAF_0.05_9",6106358,205
"Sum_PS_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta4_SAP_bialleles_MAF_0.05_8",6106358,3
"Sum_PS_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta3_SAP_bialleles_MAF_0.05_8",6106358,12
"Sum_PS_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta8_SAP_bialleles_MAF_0.05_8",6106358,9
"Sum_PS_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta7_SAP_bialleles_MAF_0.05_8",6106358,46
"Sum_PS_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta6_SAP_bialleles_MAF_0.05_8",6106358,13
"Sum_PS_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta10_SAP_bialleles_MAF_0.05_8",6106358,25
"Sum_PS_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta1_SAP_bialleles_MAF_0.05_8",6106358,51
"Sum_PS_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta2_SAP_bialleles_MAF_0.05_8",6106358,5
"Sum_PS_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta9_SAP_bialleles_MAF_0.05_8",6106358,21
"Sum_PS_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta8_SAP_bialleles_MAF_0.05_8",6106358,17
"Sum_PS_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta3_SAP_bialleles_MAF_0.05_8",6106358,168
"Sum_PS_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta10_SAP_bialleles_MAF_0.05_8",6106358,2
"Sum_PS_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta1_SAP_bialleles_MAF_0.05_8",6106358,32
"Sum_PS_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta2_SAP_bialleles_MAF_0.05_8",6106358,2
"Sum_PS_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta5_SAP_bialleles_MAF_0.05_8",6106358,90
"Sum_PS_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta9_SAP_bialleles_MAF_0.05_8",6106358,34
"Sum_PS_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta7_SAP_bialleles_MAF_0.05_8",6106358,54
"Sum_SM_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta2_SAP_bialleles_MAF_0.05_15",6106358,1250
"Sum_SM_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta1_SAP_bialleles_MAF_0.05_15",6106358,841
"Sum_SM_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta3_SAP_bialleles_MAF_0.05_2",6106358,871
"Sum_SM_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta5_SAP_bialleles_MAF_0.05_15",6106358,1121
"Sum_SM_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_2",6106358,537
"Sum_SM_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta8_SAP_bialleles_MAF_0.05_15",6106358,1148
"Sum_SM_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta9_SAP_bialleles_MAF_0.05_15",6106358,705
"Sum_SM_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta10_SAP_bialleles_MAF_0.05_15",6106358,853
"Sum_SM_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta4_SAP_bialleles_MAF_0.05_2",6106358,945
"Sum_SM_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta6_SAP_bialleles_MAF_0.05_15",6106358,887
"Sum_SM_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta8_SAP_bialleles_MAF_0.05_2",6106358,630
"Sum_SM_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta5_SAP_bialleles_MAF_0.05_2",6106358,1441
"Sum_SM_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta6_SAP_bialleles_MAF_0.05_2",6106358,1559
"Sum_SM_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta7_SAP_bialleles_MAF_0.05_2",6106358,1198
"Sum_SM_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta9_SAP_bialleles_MAF_0.05_2",6106358,961
"Sum_SM_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta7_SAP_bialleles_MAF_0.05_15",6106358,1221
"Sum_SM_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta2_SAP_bialleles_MAF_0.05_2",6106358,809
"Sum_SQDG_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta6_SAP_bialleles_MAF_0.05_12",6106358,3388
"Sum_SQDG_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta5_SAP_bialleles_MAF_0.05_12",6106358,3055
"Sum_SQDG_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta10_SAP_bialleles_MAF_0.05_12",6106358,3435
"Sum_SQDG_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta10_SAP_bialleles_MAF_0.05_12",6106358,3747
"Sum_SQDG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta8_SAP_bialleles_MAF_0.05_12",6106358,3831
"Sum_SQDG_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta2_SAP_bialleles_MAF_0.05_12",6106358,3376
"Sum_SQDG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta3_SAP_bialleles_MAF_0.05_12",6106358,3148
"Sum_SQDG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta4_SAP_bialleles_MAF_0.05_12",6106358,3056
"Sum_SQDG_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta1_SAP_bialleles_MAF_0.05_12",6106358,3466
"Sum_SQDG_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta1_SAP_bialleles_MAF_0.05_12",6106358,3460
"Sum_SQDG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta3_SAP_bialleles_MAF_0.05_13",6106358,3466
"Sum_SQDG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta2_SAP_bialleles_MAF_0.05_12",6106358,3134
"Sum_SQDG_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_13",6106358,3260
"Sum_SQDG_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta2_SAP_bialleles_MAF_0.05_13",6106358,3109
"Sum_SQDG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta4_SAP_bialleles_MAF_0.05_13",6106358,3084
"Sum_SQDG_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta7_SAP_bialleles_MAF_0.05_12",6106358,3187
"Sum_SQDG_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta9_SAP_bialleles_MAF_0.05_12",6106358,3065
"Sum_TG_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta2_SAP_bialleles_MAF_0.05_3",6106358,58
"Sum_TG_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_3",6106358,18
"Sum_TG_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta5_SAP_bialleles_MAF_0.05_3",6106358,132
"Sum_TG_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta7_SAP_bialleles_MAF_0.05_2",6106358,135
"Sum_TG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta4_SAP_bialleles_MAF_0.05_3",6106358,81
"Sum_TG_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta10_SAP_bialleles_MAF_0.05_2",6106358,142
"Sum_TG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_2",6106358,79
"Sum_TG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta2_SAP_bialleles_MAF_0.05_2",6106358,137
"Sum_TG_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta6_SAP_bialleles_MAF_0.05_3",6106358,193
"Sum_TG_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta8_SAP_bialleles_MAF_0.05_2",6106358,153
"Sum_TG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta10_SAP_bialleles_MAF_0.05_3",6106358,349
"Sum_TG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta7_SAP_bialleles_MAF_0.05_3",6106358,84
"Sum_TG_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta8_SAP_bialleles_MAF_0.05_3",6106358,74
"Sum_TG_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta9_SAP_bialleles_MAF_0.05_3",6106358,81
"Sum_TG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_3",6106358,54
"Sum_TG_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta3_SAP_bialleles_MAF_0.05_3",6106358,194
"Sum_TG_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta9_SAP_bialleles_MAF_0.05_2",6106358,49
"TG_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta8_SAP_bialleles_MAF_0.05_11",6106358,700
