"trait","n_snps","n_genes_in_rds"
"Sum_MGDG_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta8_SAP_bialleles_MAF_0.05_12",6106358,2240
"Sum_MGDG_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta3_SAP_bialleles_MAF_0.05_12",6106358,2422
"Sum_MGDG_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta3_SAP_bialleles_MAF_0.05_12",6106358,2364
"Sum_MGDG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta1_SAP_bialleles_MAF_0.05_12",6106358,2295
"Sum_MGDG_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta5_SAP_bialleles_MAF_0.05_12",6106358,2259
"Sum_MGDG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta6_SAP_bialleles_MAF_0.05_12",6106358,2119
"Sum_MGDG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta7_SAP_bialleles_MAF_0.05_12",6106358,2075
"Sum_MGDG_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta4_SAP_bialleles_MAF_0.05_12",6106358,2402
"Sum_MGDG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta8_SAP_bialleles_MAF_0.05_12",6106358,1790
"Sum_MGDG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta5_SAP_bialleles_MAF_0.05_12",6106358,1991
"Sum_MGDG_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta6_SAP_bialleles_MAF_0.05_12",6106358,2055
"Sum_MGDG_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta7_SAP_bialleles_MAF_0.05_12",6106358,1948
"Sum_MGDG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta9_SAP_bialleles_MAF_0.05_12",6106358,2197
"Sum_MGDG_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta10_SAP_bialleles_MAF_0.05_12",6106358,2129
"Sum_MGDG_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta4_SAP_bialleles_MAF_0.05_12",6106358,2147
"Sum_MGDG_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta2_SAP_bialleles_MAF_0.05_12",6106358,2096
"Sum_PA_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta7_SAP_bialleles_MAF_0.05_8",6106358,3
"Sum_PA_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta6_SAP_bialleles_MAF_0.05_8",6106358,25
"Sum_PA_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta1_SAP_bialleles_MAF_0.05_8",6106358,17
"Sum_PA_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta2_SAP_bialleles_MAF_0.05_9",6106358,9
"Sum_PA_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta9_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PA_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta3_SAP_bialleles_MAF_0.05_8",6106358,10
"Sum_PA_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta4_SAP_bialleles_MAF_0.05_8",6106358,10
"Sum_PA_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta5_SAP_bialleles_MAF_0.05_8",6106358,26
"Sum_PA_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta2_SAP_bialleles_MAF_0.05_8",6106358,13
"Sum_PA_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta1_SAP_bialleles_MAF_0.05_8",6106358,31
"Sum_PA_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta3_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PA_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta4_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PA_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta5_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PA_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta6_SAP_bialleles_MAF_0.05_8",6106358,28
"Sum_PA_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta8_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PA_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta2_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PA_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta10_SAP_bialleles_MAF_0.05_8",6106358,45
"Sum_PC_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta10_SAP_bialleles_MAF_0.05_4",6106358,1392
"Sum_PC_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta9_SAP_bialleles_MAF_0.05_4",6106358,1009
"Sum_PC_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta4_SAP_bialleles_MAF_0.05_4",6106358,1231
"Sum_PC_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta3_SAP_bialleles_MAF_0.05_4",6106358,1324
"Sum_PC_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta2_SAP_bialleles_MAF_0.05_4",6106358,726
"Sum_PC_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta6_SAP_bialleles_MAF_0.05_4",6106358,1457
"Sum_PC_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta7_SAP_bialleles_MAF_0.05_4",6106358,964
"Sum_PC_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta8_SAP_bialleles_MAF_0.05_4",6106358,847
"Sum_PC_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta5_SAP_bialleles_MAF_0.05_4",6106358,1299
"Sum_PC_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta4_SAP_bialleles_MAF_0.05_4",6106358,1205
"Sum_PC_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta8_SAP_bialleles_MAF_0.05_4",6106358,653
"Sum_PC_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta6_SAP_bialleles_MAF_0.05_4",6106358,1719
"Sum_PC_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta7_SAP_bialleles_MAF_0.05_4",6106358,1241
"Sum_PC_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta9_SAP_bialleles_MAF_0.05_4",6106358,1170
"Sum_PC_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta1_SAP_bialleles_MAF_0.05_4",6106358,1247
"Sum_PC_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta5_SAP_bialleles_MAF_0.05_4",6106358,1159
"Sum_PC_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta3_SAP_bialleles_MAF_0.05_4",6106358,1021
"Sum_PE_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta5_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PE_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta4_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PE_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta9_SAP_bialleles_MAF_0.05_9",6106358,8
"Sum_PE_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta10_SAP_bialleles_MAF_0.05_4",6106358,2
"Sum_PE_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta7_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PE_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta1_SAP_bialleles_MAF_0.05_9",6106358,1
"Sum_PE_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta2_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PE_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta3_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PE_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta10_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PE_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta1_SAP_bialleles_MAF_0.05_4",6106358,1
"Sum_PE_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta3_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PE_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta1_SAP_bialleles_MAF_0.05_9",6106358,8
"Sum_PE_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta2_SAP_bialleles_MAF_0.05_9",6106358,6
"Sum_PE_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta4_SAP_bialleles_MAF_0.05_9",6106358,11
"Sum_PE_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta6_SAP_bialleles_MAF_0.05_9",6106358,8
"Sum_PE_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta2_SAP_bialleles_MAF_0.05_4",6106358,0
"Sum_PE_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta8_SAP_bialleles_MAF_0.05_9",6106358,19
"Sum_PG_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta2_SAP_bialleles_MAF_0.05_9",6106358,10
"Sum_PG_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta1_SAP_bialleles_MAF_0.05_9",6106358,11
"Sum_PG_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta6_SAP_bialleles_MAF_0.05_9",6106358,1
"Sum_PG_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta5_SAP_bialleles_MAF_0.05_9",6106358,1
"Sum_PG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta4_SAP_bialleles_MAF_0.05_9",6106358,10
"Sum_PG_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta8_SAP_bialleles_MAF_0.05_9",6106358,25
"Sum_PG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta9_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta10_SAP_bialleles_MAF_0.05_9",6106358,2
"Sum_PG_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta7_SAP_bialleles_MAF_0.05_9",6106358,31
"Sum_PG_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta6_SAP_bialleles_MAF_0.05_9",6106358,2
"Sum_PG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta10_SAP_bialleles_MAF_0.05_9",6106358,2
"Sum_PG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta8_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PG_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta9_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta1_SAP_bialleles_MAF_0.05_9",6106358,11
"Sum_PG_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta3_SAP_bialleles_MAF_0.05_9",6106358,10
"Sum_PG_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta7_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PG_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta5_SAP_bialleles_MAF_0.05_9",6106358,52
"Sum_PS_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta4_SAP_bialleles_MAF_0.05_8",6106358,1
"Sum_PS_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta3_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta8_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta7_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta6_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta10_SAP_bialleles_MAF_0.05_8",6106358,5
"Sum_PS_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta1_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta2_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta9_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta8_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta3_SAP_bialleles_MAF_0.05_8",6106358,28
"Sum_PS_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta10_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta1_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta2_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta5_SAP_bialleles_MAF_0.05_8",6106358,17
"Sum_PS_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta9_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta7_SAP_bialleles_MAF_0.05_8",6106358,10
"Sum_SM_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta2_SAP_bialleles_MAF_0.05_15",6106358,369
"Sum_SM_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta1_SAP_bialleles_MAF_0.05_15",6106358,292
"Sum_SM_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta3_SAP_bialleles_MAF_0.05_2",6106358,305
"Sum_SM_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta5_SAP_bialleles_MAF_0.05_15",6106358,385
"Sum_SM_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_2",6106358,168
"Sum_SM_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta8_SAP_bialleles_MAF_0.05_15",6106358,414
"Sum_SM_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta9_SAP_bialleles_MAF_0.05_15",6106358,245
"Sum_SM_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta10_SAP_bialleles_MAF_0.05_15",6106358,282
"Sum_SM_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta4_SAP_bialleles_MAF_0.05_2",6106358,367
"Sum_SM_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta6_SAP_bialleles_MAF_0.05_15",6106358,298
"Sum_SM_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta8_SAP_bialleles_MAF_0.05_2",6106358,201
"Sum_SM_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta5_SAP_bialleles_MAF_0.05_2",6106358,447
"Sum_SM_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta6_SAP_bialleles_MAF_0.05_2",6106358,446
"Sum_SM_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta7_SAP_bialleles_MAF_0.05_2",6106358,394
"Sum_SM_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta9_SAP_bialleles_MAF_0.05_2",6106358,309
"Sum_SM_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta7_SAP_bialleles_MAF_0.05_15",6106358,356
"Sum_SM_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta2_SAP_bialleles_MAF_0.05_2",6106358,272
"Sum_SQDG_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta6_SAP_bialleles_MAF_0.05_12",6106358,1980
"Sum_SQDG_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta5_SAP_bialleles_MAF_0.05_12",6106358,1791
"Sum_SQDG_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta10_SAP_bialleles_MAF_0.05_12",6106358,1964
"Sum_SQDG_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta10_SAP_bialleles_MAF_0.05_12",6106358,2200
"Sum_SQDG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta8_SAP_bialleles_MAF_0.05_12",6106358,2045
"Sum_SQDG_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta2_SAP_bialleles_MAF_0.05_12",6106358,1937
"Sum_SQDG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta3_SAP_bialleles_MAF_0.05_12",6106358,1761
"Sum_SQDG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta4_SAP_bialleles_MAF_0.05_12",6106358,1732
"Sum_SQDG_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta1_SAP_bialleles_MAF_0.05_12",6106358,2037
"Sum_SQDG_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta1_SAP_bialleles_MAF_0.05_12",6106358,2044
"Sum_SQDG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta3_SAP_bialleles_MAF_0.05_13",6106358,1992
"Sum_SQDG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta2_SAP_bialleles_MAF_0.05_12",6106358,1748
"Sum_SQDG_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_13",6106358,1880
"Sum_SQDG_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta2_SAP_bialleles_MAF_0.05_13",6106358,1710
"Sum_SQDG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta4_SAP_bialleles_MAF_0.05_13",6106358,1826
"Sum_SQDG_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta7_SAP_bialleles_MAF_0.05_12",6106358,1906
"Sum_SQDG_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta9_SAP_bialleles_MAF_0.05_12",6106358,1751
"Sum_TG_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta2_SAP_bialleles_MAF_0.05_3",6106358,7
"Sum_TG_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_3",6106358,0
"Sum_TG_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta5_SAP_bialleles_MAF_0.05_3",6106358,26
"Sum_TG_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta7_SAP_bialleles_MAF_0.05_2",6106358,42
"Sum_TG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta4_SAP_bialleles_MAF_0.05_3",6106358,0
"Sum_TG_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta10_SAP_bialleles_MAF_0.05_2",6106358,22
"Sum_TG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_2",6106358,10
"Sum_TG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta2_SAP_bialleles_MAF_0.05_2",6106358,10
"Sum_TG_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta6_SAP_bialleles_MAF_0.05_3",6106358,30
"Sum_TG_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta8_SAP_bialleles_MAF_0.05_2",6106358,22
"Sum_TG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta10_SAP_bialleles_MAF_0.05_3",6106358,45
"Sum_TG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta7_SAP_bialleles_MAF_0.05_3",6106358,14
"Sum_TG_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta8_SAP_bialleles_MAF_0.05_3",6106358,19
"Sum_TG_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta9_SAP_bialleles_MAF_0.05_3",6106358,6
"Sum_TG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_3",6106358,10
"Sum_TG_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta3_SAP_bialleles_MAF_0.05_3",6106358,37
"Sum_TG_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta9_SAP_bialleles_MAF_0.05_2",6106358,12
"TG_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta8_SAP_bialleles_MAF_0.05_11",6106358,163
