"trait","n_snps","n_genes_in_rds"
"Sum_MGDG_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta8_SAP_bialleles_MAF_0.05_12",6106358,1312
"Sum_MGDG_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta3_SAP_bialleles_MAF_0.05_12",6106358,1413
"Sum_MGDG_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta3_SAP_bialleles_MAF_0.05_12",6106358,1388
"Sum_MGDG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta1_SAP_bialleles_MAF_0.05_12",6106358,1204
"Sum_MGDG_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta5_SAP_bialleles_MAF_0.05_12",6106358,1238
"Sum_MGDG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta6_SAP_bialleles_MAF_0.05_12",6106358,1153
"Sum_MGDG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta7_SAP_bialleles_MAF_0.05_12",6106358,1155
"Sum_MGDG_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta4_SAP_bialleles_MAF_0.05_12",6106358,1400
"Sum_MGDG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta8_SAP_bialleles_MAF_0.05_12",6106358,961
"Sum_MGDG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta5_SAP_bialleles_MAF_0.05_12",6106358,1045
"Sum_MGDG_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta6_SAP_bialleles_MAF_0.05_12",6106358,1028
"Sum_MGDG_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta7_SAP_bialleles_MAF_0.05_12",6106358,1031
"Sum_MGDG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta9_SAP_bialleles_MAF_0.05_12",6106358,1267
"Sum_MGDG_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta10_SAP_bialleles_MAF_0.05_12",6106358,1209
"Sum_MGDG_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta4_SAP_bialleles_MAF_0.05_12",6106358,1078
"Sum_MGDG_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta2_SAP_bialleles_MAF_0.05_12",6106358,1270
"Sum_PA_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta7_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PA_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta6_SAP_bialleles_MAF_0.05_8",6106358,6
"Sum_PA_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta1_SAP_bialleles_MAF_0.05_8",6106358,11
"Sum_PA_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta2_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PA_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta9_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PA_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta3_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PA_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta4_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PA_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta5_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PA_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta2_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PA_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta1_SAP_bialleles_MAF_0.05_8",6106358,7
"Sum_PA_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta3_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PA_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta4_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PA_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta5_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PA_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta6_SAP_bialleles_MAF_0.05_8",6106358,6
"Sum_PA_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta8_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PA_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta2_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PA_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta10_SAP_bialleles_MAF_0.05_8",6106358,11
"Sum_PC_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta10_SAP_bialleles_MAF_0.05_4",6106358,519
"Sum_PC_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta9_SAP_bialleles_MAF_0.05_4",6106358,425
"Sum_PC_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta4_SAP_bialleles_MAF_0.05_4",6106358,449
"Sum_PC_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta3_SAP_bialleles_MAF_0.05_4",6106358,473
"Sum_PC_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta2_SAP_bialleles_MAF_0.05_4",6106358,265
"Sum_PC_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta6_SAP_bialleles_MAF_0.05_4",6106358,556
"Sum_PC_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta7_SAP_bialleles_MAF_0.05_4",6106358,354
"Sum_PC_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta8_SAP_bialleles_MAF_0.05_4",6106358,331
"Sum_PC_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta5_SAP_bialleles_MAF_0.05_4",6106358,492
"Sum_PC_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta4_SAP_bialleles_MAF_0.05_4",6106358,430
"Sum_PC_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta8_SAP_bialleles_MAF_0.05_4",6106358,274
"Sum_PC_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta6_SAP_bialleles_MAF_0.05_4",6106358,668
"Sum_PC_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta7_SAP_bialleles_MAF_0.05_4",6106358,487
"Sum_PC_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta9_SAP_bialleles_MAF_0.05_4",6106358,466
"Sum_PC_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta1_SAP_bialleles_MAF_0.05_4",6106358,444
"Sum_PC_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta5_SAP_bialleles_MAF_0.05_4",6106358,404
"Sum_PC_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta3_SAP_bialleles_MAF_0.05_4",6106358,431
"Sum_PE_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta5_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PE_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta4_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PE_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta9_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PE_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta10_SAP_bialleles_MAF_0.05_4",6106358,0
"Sum_PE_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta7_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PE_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta1_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PE_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta2_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PE_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta3_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PE_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta10_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PE_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta1_SAP_bialleles_MAF_0.05_4",6106358,0
"Sum_PE_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta3_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PE_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta1_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PE_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta2_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PE_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta4_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PE_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta6_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PE_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part08.parta2_SAP_bialleles_MAF_0.05_4",6106358,0
"Sum_PE_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta8_SAP_bialleles_MAF_0.05_9",6106358,14
"Sum_PG_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta2_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PG_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta1_SAP_bialleles_MAF_0.05_9",6106358,4
"Sum_PG_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta6_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PG_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta5_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta4_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PG_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta8_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta9_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta10_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PG_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta7_SAP_bialleles_MAF_0.05_9",6106358,1
"Sum_PG_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta6_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta10_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta8_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PG_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta9_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta1_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PG_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta3_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PG_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta7_SAP_bialleles_MAF_0.05_9",6106358,0
"Sum_PG_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part09.parta5_SAP_bialleles_MAF_0.05_9",6106358,1
"Sum_PS_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta4_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta3_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta8_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta7_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta6_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta10_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta1_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta2_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta9_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta8_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta3_SAP_bialleles_MAF_0.05_8",6106358,6
"Sum_PS_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta10_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta1_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta2_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta5_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta9_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_PS_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part10.parta7_SAP_bialleles_MAF_0.05_8",6106358,0
"Sum_SM_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta2_SAP_bialleles_MAF_0.05_15",6106358,153
"Sum_SM_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta1_SAP_bialleles_MAF_0.05_15",6106358,112
"Sum_SM_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta3_SAP_bialleles_MAF_0.05_2",6106358,137
"Sum_SM_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta5_SAP_bialleles_MAF_0.05_15",6106358,139
"Sum_SM_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_2",6106358,55
"Sum_SM_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta8_SAP_bialleles_MAF_0.05_15",6106358,161
"Sum_SM_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta9_SAP_bialleles_MAF_0.05_15",6106358,106
"Sum_SM_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta10_SAP_bialleles_MAF_0.05_15",6106358,111
"Sum_SM_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta4_SAP_bialleles_MAF_0.05_2",6106358,153
"Sum_SM_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta6_SAP_bialleles_MAF_0.05_15",6106358,133
"Sum_SM_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta8_SAP_bialleles_MAF_0.05_2",6106358,63
"Sum_SM_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta5_SAP_bialleles_MAF_0.05_2",6106358,164
"Sum_SM_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta6_SAP_bialleles_MAF_0.05_2",6106358,193
"Sum_SM_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta7_SAP_bialleles_MAF_0.05_2",6106358,155
"Sum_SM_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta9_SAP_bialleles_MAF_0.05_2",6106358,113
"Sum_SM_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part05.parta7_SAP_bialleles_MAF_0.05_15",6106358,132
"Sum_SM_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta2_SAP_bialleles_MAF_0.05_2",6106358,95
"Sum_SQDG_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta6_SAP_bialleles_MAF_0.05_12",6106358,1045
"Sum_SQDG_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta5_SAP_bialleles_MAF_0.05_12",6106358,1011
"Sum_SQDG_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta10_SAP_bialleles_MAF_0.05_12",6106358,1140
"Sum_SQDG_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta10_SAP_bialleles_MAF_0.05_12",6106358,1241
"Sum_SQDG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta8_SAP_bialleles_MAF_0.05_12",6106358,1023
"Sum_SQDG_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta2_SAP_bialleles_MAF_0.05_12",6106358,1066
"Sum_SQDG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta3_SAP_bialleles_MAF_0.05_12",6106358,1008
"Sum_SQDG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta4_SAP_bialleles_MAF_0.05_12",6106358,945
"Sum_SQDG_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta1_SAP_bialleles_MAF_0.05_12",6106358,1160
"Sum_SQDG_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta1_SAP_bialleles_MAF_0.05_12",6106358,1134
"Sum_SQDG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta3_SAP_bialleles_MAF_0.05_13",6106358,958
"Sum_SQDG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta2_SAP_bialleles_MAF_0.05_12",6106358,974
"Sum_SQDG_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta1_SAP_bialleles_MAF_0.05_13",6106358,998
"Sum_SQDG_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta2_SAP_bialleles_MAF_0.05_13",6106358,949
"Sum_SQDG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part03.parta4_SAP_bialleles_MAF_0.05_13",6106358,1003
"Sum_SQDG_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta7_SAP_bialleles_MAF_0.05_12",6106358,1025
"Sum_SQDG_over_TG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part02.parta9_SAP_bialleles_MAF_0.05_12",6106358,978
"Sum_TG_over_AEG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta2_SAP_bialleles_MAF_0.05_3",6106358,0
"Sum_TG_over_Cer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_3",6106358,0
"Sum_TG_over_DG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta5_SAP_bialleles_MAF_0.05_3",6106358,0
"Sum_TG_over_DGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta7_SAP_bialleles_MAF_0.05_2",6106358,27
"Sum_TG_over_FA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta4_SAP_bialleles_MAF_0.05_3",6106358,0
"Sum_TG_over_GalCer_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta10_SAP_bialleles_MAF_0.05_2",6106358,0
"Sum_TG_over_LPC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta1_SAP_bialleles_MAF_0.05_2",6106358,0
"Sum_TG_over_LPE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta2_SAP_bialleles_MAF_0.05_2",6106358,5
"Sum_TG_over_MG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta6_SAP_bialleles_MAF_0.05_3",6106358,12
"Sum_TG_over_MGDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta8_SAP_bialleles_MAF_0.05_2",6106358,0
"Sum_TG_over_PA_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta10_SAP_bialleles_MAF_0.05_3",6106358,11
"Sum_TG_over_PC_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta7_SAP_bialleles_MAF_0.05_3",6106358,0
"Sum_TG_over_PE_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta8_SAP_bialleles_MAF_0.05_3",6106358,7
"Sum_TG_over_PG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta9_SAP_bialleles_MAF_0.05_3",6106358,0
"Sum_TG_over_PS_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta1_SAP_bialleles_MAF_0.05_3",6106358,0
"Sum_TG_over_SM_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part07.parta3_SAP_bialleles_MAF_0.05_3",6106358,11
"Sum_TG_over_SQDG_log10safe_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part06.parta9_SAP_bialleles_MAF_0.05_2",6106358,0
"TG_mod_sub_Final_control_BLUPs_class_sums_and_ratios_wide.part01.parta8_SAP_bialleles_MAF_0.05_11",6106358,46
