LineRaw,PlotID,row,col,AEG(o-15:2/15:0),AEG(o-16:2/16:0),AEG(o-16:2/18:2),AEG(o-16:3/16:0),AEG(o-18:3/16:1),AEG(o-18:4/16:1),AEG(o-18:4/18:2),.gamma.-Linolenoyl ethanolamide,"14(15)-Epoxy-5Z,8Z,11Z-eicosatrienoic acid, methyl ester","8(9)-Epoxy-5Z,11Z,14Z-eicosatrienoic acid, methyl ester","9,12,13,TriHODE",FA(22:1),Oxo fatty acid (18:3),trans-EKODE-(E)-Ib,DG(12:0/12:0),DG(16:0/16:0),DG(16:0/18:0),DG(16:0/18:1),DG(16:0/18:2),DG(16:0/18:3),DG(16:0/2:0),DG(16:1/18:3),DG(18:0/18:0),DG(18:1/18:1),DG(18:1/18:2),DG(18:1/18:3),DG(18:1/2:0),DG(18:2/18:2),DG(18:2/18:3),DG(18:3/18:3),DGDG(16:0/18:1),DGDG(16:0/18:2),DGDG(16:0/18:3),DGDG(18:0/18:2),DGDG(18:0/18:3),DGDG(18:2/18:3),DGDG(18:2/18:4),MG(12:0),MG(16:0),MG(16:1),MG(18:0),MG(18:1),MG(18:2),MG(18:3),MG(20:4),MGDG(16:0/18:1),MGDG(16:0/18:3),MGDG(18:2/18:2),MGDG(18:2/18:3),MGDG(18:3/18:3),Panaxcerol B,SQDG(16:0/14:0),SQDG(16:0/16:0),SQDG(16:0/18:0),SQDG(16:0/18:1),SQDG(16:0/18:2),SQDG(16:0/18:3),SQDG(16:1/18:3),SQDG(18:0/18:3),SQDG(18:1/18:3),SQDG(18:2/18:3),SQDG(18:3/18:3),TG(10:0/10:0/10:0),TG(10:0/12:0/14:0),TG(10:0/12:0/16:0),TG(10:0/14:0/16:0),TG(10:0/16:0/16:0),TG(10:0/16:1/18:1),TG(12:0/12:0/12:0),TG(12:0/12:0/14:0),TG(12:0/12:0/16:1),TG(12:0/12:0/18:1),TG(12:0/12:0/18:2),TG(12:0/14:0/16:0),TG(12:0/14:0/18:1),TG(12:0/14:0/18:3),TG(12:0/16:0/16:0),TG(12:0/16:0/18:1),TG(12:0/16:0/18:2),TG(12:0/16:0/18:3),TG(12:0/18:1/18:1),TG(12:0/18:1/18:2),TG(12:0/18:1/18:3),TG(12:0/18:2/18:3),TG(14:0/14:0/16:0),TG(14:0/14:0/16:1),TG(14:0/14:0/18:0),TG(14:0/16:0/16:0),TG(14:0/16:0/18:1),TG(14:0/18:1/18:2),TG(14:0/18:1/18:3),TG(14:0/18:2/18:3),TG(14:0/18:3/18:3),TG(16:0/16:0/16:0),TG(16:0/16:0/18:1),TG(16:0/16:0/18:2),TG(16:0/16:0/20:1),TG(16:0/18:0/18:2),TG(16:0/18:1/18:1),TG(16:0/18:1/18:2),TG(16:0/18:1/18:3),TG(16:0/18:1/20:0),TG(16:0/18:1/20:1),TG(16:0/18:1/20:2),TG(16:0/18:1/22:0),TG(16:0/18:1/22:1),TG(16:0/18:2/18:3),TG(16:0/18:3/18:3),TG(16:1/16:1/22:5),TG(16:1/18:1/18:1),TG(16:1/20:1/20:2),TG(16:1/20:1/22:1),TG(18:0/18:0/20:1),TG(18:0/18:2/18:2),TG(18:0/18:2/20:1),TG(18:0/18:2/22:0),TG(18:1/18:1/20:3),TG(18:1/18:2/18:2),TG(18:1/18:2/18:3),TG(18:1/18:3/22:0),TG(18:1/20:0/22:1),TG(18:1/20:1/22:1),TG(18:1/20:3/22:0),TG(18:2/18:2/18:4),TG(18:2/18:2/20:2),TG(18:2/18:2/22:1),TG(18:2/18:3/20:3),TG(18:2/20:2/22:2),TG(18:2/20:3/21:0),TG(18:2/20:3/22:0),TG(18:2/22:0/22:3),TG(18:3/18:3/18:3),TG(8:0/16:1/18:1),CL(18:1),DG(18:0/18:2),LPC(16:0),LPC(18:3),LPE(16:0),PA(16:0/18:2),PC(14:0/14:0),PC(14:0/18:0),PC(14:0/18:2),PC(14:0/18:3),PC(14:0/20:4),PC(14:0/22:5),PC(14:0/22:6),PC(16:0/16:0),PC(16:0/18:0),PC(16:0/18:1),PC(16:0/18:2),PC(16:0/18:3),PC(16:0/20:3),PC(16:0/20:4),PC(16:0/20:5),PC(16:0/22:5),PC(16:0/22:6),PC(16:1/16:1),PC(16:1/18:2),PC(18:0/18:1),PC(18:0/18:2),PC(18:0/18:3),PC(18:0/20:2),PC(18:0/20:3),PC(18:0/20:4),PC(18:1/14:0),PC(18:1/16:0),PC(18:1/18:1),PC(18:1/18:2),PC(18:1/20:1),PC(18:1/20:4),PC(18:1/22:1),PC(18:1/24:0),PC(18:1/24:1),PC(18:2/0:0),PC(18:2/20:0),PC(18:3/0:0),PC(22:0/0:0),PC(22:1/22:1),PE(12:0/12:0),PE(14:0/22:6),PE(16:0/0:0),PE(16:0/18:0),PE(16:0/18:1),PE(16:0/18:2),PE(16:0/18:3),PE(16:0/20:4),PE(16:0/20:5),PE(18:0/18:1),PE(18:0/18:2),PE(18:1/18:2),PE(18:2/18:2),PE(18:2/18:3),PE(18:3/18:3),PG(16:0/16:0),PG(16:0/18:1),PG(18:0/16:0),PS(18:0/18:2),PS(18:0/20:4),alpha-Tocopherol,Ubidecarenone,Ubiquinone 9,Vitamin K1,Cer(24:1),Cer(d18:2/20:1),GalCer(d18:2/18:1),GalCer(d18:2/20:1),GalCer(d18:2/22:1),Phytosphingosine,SM(d18:1/17:0),SPB 18:0;2OH,SPHINGANINE,.beta.-Sitosterol,gamma-sitosterol,.alpha.-Amyrin,.alpha.-Ionone,.beta.-Amyrin,.beta.-Cryptoxanthin,(-)-Caryophyllene oxide,alpha-Carotene,Antheraxanthin,Apocarotenal,beta-Carotene,Cycloartenol acetate,gibberellic acid,Lutein,Zeaxanthin
PI152651,316,6,26,5409.121382,619093.7526,868568.6254,876686.5487,58411.54771,976997.0629,76152.60126,14179.35583,1168988.177,1258116.871,21006.66049,31969.67588,161002.8775,2911.5719,2493385.068,397755.031,6765.583111,844696.46,2226951.81,912771.5225,135419.3526,26025.26121,131703.879,428334.3229,180893.6414,717444.8753,197324.8915,977761.3699,525890.352,42139235.57,429530.7979,961837.8506,12098499.55,203879.8375,1645870.421,458425.0824,28773332.78,654976.5268,421570.697,74367.59949,217155.2482,856668.6666,156317.4588,2765523.586,164.2431902,64410.49178,6556557.378,2786834.876,6096226.069,119331830.5,218509.2083,14110.13124,1431020.303,24242.66636,72056.57645,201260.9283,4462293.451,30898.9856,203460.0695,124715.4955,255720.9465,2366917.181,11177.84598,102729.1439,58756.77472,58129.81515,16933.22937,1809.719224,154387.1653,117513.5458,2057.163886,4516.170072,2911.726679,75129.11996,3609.400989,1643.055346,9007.484062,17605.05732,11073.15203,5139.842622,10995.46801,6570.499199,3367.924343,10671.57028,18014.96711,7218.801616,15904.72832,852.4765961,13365.2412,80018.68146,9964.16626,6887.638696,4060.844599,1602653.738,47847.41101,142864.7468,23025.17274,121690.8791,17630.26379,254522.9839,376938.9155,8970.719913,12980.20256,75581.28872,16457.25048,2551.881824,535596.8802,389175.779,1469084.917,153851.2867,6841.206934,1405.579749,1107.957034,126852.7976,2452.685774,1814.322502,8759.081042,153070.7865,395695.2002,1281.003648,769.8230216,620.6770481,2098.370516,490026.4129,10840.35689,1479.212669,4373.288717,1960.70801,702.4626254,3794.397653,382.3950329,214970.0686,1455.863399,5944.975218,72338.82002,276122.0445,105937.5623,31657.40773,61347.22906,12466.28803,303305.3524,25669.57498,19440.67196,41108.59681,130182.361,1157464.045,164326.4745,12065173.12,6518202.874,31604934.01,6539142.946,1804857.15,6315218.159,6721374.11,31045.38081,128129.1056,52496.18659,86084.50576,111016.7667,2227852.964,375523.4359,66282.65534,74455.85451,33265.06264,24803.73365,3763883.397,768538.9102,517722.3748,75752.92561,57121.89383,2260.361658,4217.411891,65047.97178,160182.404,61550.68946,35312.52007,72823.38754,2648.809391,251885.235,64063.55075,15828.70145,54420.62759,2047352.52,9996586.612,894340.8229,2346554.488,643860.6655,4356.975714,211043.9163,83966.42253,1699341.919,666587.3212,552763.31,456847.879,930722.5358,104286.5602,18034.40322,36512.47993,151712.9056,34948.12743,123527.4306,123955.5234,10379.77784,7696.16203,206330.4146,195480.0884,22774.33558,111774.3805,174593.58,21296.48031,10648.24017,114400.3117,12025.89945,484226.7483,17598.81298,506421.9526,1089629.447,4966.47566,3317658.264,312678.5154,25497.45456,9911151.811,80693.12069,22129.90902,650367.9214,1083946.49
PI17548,380,4,24,6553.65452,938374.9875,1389087.944,1596231.114,91653.70442,1555431.002,73098.05703,12392.17092,1672133.311,1834810.149,21523.7065,82671.30616,129008.7564,2108.198595,2911619.52,648717.8088,14066.13766,1005744.835,3418080.435,2023799.491,209883.5194,25776.67507,106320.2924,585891.1605,150227.2774,946262.0612,270865.3959,1235821.703,965332.3853,59656838.05,550040.832,1157092.631,21689591.98,221813.7015,2786570.395,522230.8078,43231679.87,843790.8863,671164.6401,46920.13297,346045.573,1171782.31,199222.7796,3870150.27,211.9561927,97949.65292,11994330.84,3328373.984,7680791.433,163220156,193803.2846,31502.07042,3152537.845,49221.16095,125034.7279,222525.3759,9162644.099,58733.35387,378513.4271,176161.8334,396117.5729,4737577.019,25454.05714,212068.5612,125253.4489,108097.0804,32358.03704,3231.425156,293720.0427,250506.9009,3260.867072,6626.546128,5165.835047,140578.777,6553.37091,3504.929215,14085.53727,36675.47547,25570.87802,19665.67975,16820.78427,16624.00314,4458.706601,29396.70257,28171.07378,13106.74175,23223.76817,1730.95768,15747.75717,140521.8056,15221.51206,15270.40451,19171.80568,2742098.449,52356.67613,210212.644,24481.66738,137408.1363,14949.15125,235112.7638,453392.8684,11891.75813,11065.76276,95386.44936,17208.95223,3266.583208,798407.9925,768876.9082,2073324.812,136035.2819,9106.375747,1880.004043,1195.406111,142893.9606,2524.817609,2067.46528,11442.79515,186734.014,448158.8268,1347.377743,904.0294525,768.7238735,2367.779834,797050.6658,11702.22779,1603.978582,8069.532184,3075.61953,1040.432327,5390.440697,424.0469928,409113.7924,2582.917636,16143.74016,79282.83313,391478.5906,157750.9418,32045.7597,204904.2592,23771.62219,790400.1006,68501.9463,79560.24928,62602.41091,329929.217,2767383.916,452296.1073,24309999.83,7891510.31,64435515.17,21378535.54,2186489.635,10336053.71,12942296.38,52485.77782,127462.5451,163574.7349,108370.4439,175348.1101,2716303.126,585282.9256,92241.20527,87528.7237,53105.39125,52850.22405,4515218.683,932380.1926,704282.0458,107589.434,79391.25943,3283.104947,4372.381867,94492.66102,136177.1053,87992.40136,52583.65013,76809.44371,4568.223722,333602.5433,199473.8477,16022.87731,68301.1733,3400921.196,17587587.8,2354860.364,4400320.441,1439013.214,6327.499172,289905.5611,113130.1768,2960041.799,1488254.599,737956.7954,696005.8294,1199976.901,88003.45869,36896.33453,53239.99783,505234.9927,70652.40032,246906.6163,214751.6456,10384.43735,11808.64948,316750.7673,320123.4285,33310.29993,155412.352,297600.8283,29666.35197,14833.17595,158959.1668,13192.59828,323293.7507,23438.65385,353067.3217,1074891.292,6032.189672,4433200.033,710058.5346,63330.60281,13268628.11,90776.77242,18688.29315,953357.2397,1588928.516
PI24969,394,3,8,3604.538757,908878.9168,1179189.266,1347655.164,69071.28301,1530300.559,67009.85794,10166.8218,1494641.275,1621514.317,24363.49538,46210.53709,117065.6528,1978.815297,2795717.694,617974.6391,7382.69737,935237.5867,2634283.548,1452472.542,493732.6483,31034.4749,235979.5698,505627.6052,200353.7455,803283.1126,236131.4467,1083638.75,788423.8755,46445595.39,507622.8535,1243118.765,19346952.01,237699.7474,2695020.06,587094.9569,42216812.35,717814.4914,571369.9991,33700.14108,715087.1692,1011255.153,192055.3952,3400345.292,673.2945664,59551.43081,10120834.66,3677610.755,8346337.705,147313304.7,155878.399,21713.46869,3092237.709,46630.31811,94792.40559,214221.9019,8932924.776,58052.16746,383866.2603,184975.3282,411629.6792,4731526.205,192848.5589,2009640.09,1281699.512,1020376.405,299405.8265,21971.84478,2514243.57,2563398.489,24990.05593,51049.61182,38773.78394,1319756.595,49580.44756,18662.07333,124206.6883,190479.7215,118172.4369,16607.3539,72791.75985,85576.4639,10334.76705,26819.69491,248413.325,99160.91529,132047.74,14548.22205,84467.5349,209190.7144,23969.44302,8108.913722,13197.25475,2497780.515,146458.3753,371704.6422,77442.92315,376942.2657,72848.90361,618511.4363,687687.5289,39164.14915,64646.14168,345522.8718,17669.79774,8201.724953,930589.9601,847880.2787,2163500.118,403347.5791,19143.09605,5185.440753,4279.055668,467858.4473,7576.231748,4825.931846,18722.10896,510890.505,739594.2272,3058.668343,2299.968956,2235.111873,4674.667098,739219.854,19899.87743,4109.22738,12328.14528,8214.680828,2607.33457,10460.40865,831.2082582,397809.4932,19386.89452,14814.40751,74360.68657,272512.0197,74967.11393,29607.97834,66791.80384,11789.90149,343076.2064,33472.15682,71951.07054,82383.95072,175170.5361,2865285.15,192186.7262,17010168.21,6462359.06,44300780.94,13311638.58,2278839.312,7639533.335,11119271.87,48320.59518,142529.0608,73307.60746,151312.1469,127838.3232,2557833.818,747099.9899,81689.40835,70319.09187,57103.00433,30623.31664,3739099.73,876924.0661,643560.6672,86981.1666,72726.51373,2130.160901,5082.808745,71424.06798,58417.14381,68560.5881,24989.03914,51774.19924,4538.593977,323051.7032,177021.9395,14803.98918,69820.62122,3215164.995,15832504.4,2150962.317,4075069.046,1331661.406,4999.000651,272874.3449,113539.8421,2749917.333,1370378.21,816849.5118,630035.6697,1069342.854,112878.2728,28951.60426,48046.40095,244945.6006,65965.24489,202992.1071,193374.7164,8001.728887,7931.192052,273672.6337,261771.9455,30273.11508,138332.7193,247998.6922,24017.02707,12008.51474,196158.2491,14623.44714,337590.8599,25756.49908,362390.879,1230439.976,7974.98579,4387798.887,583171.7657,53382.21509,13121757.03,81554.02068,16493.60312,896696.5716,1494494.063
PI276837,405,4,40,6518.525101,1102337.388,1307398.039,1462915.435,79203.89249,1745864.851,59247.00943,13599.61405,1245830.974,1369473.8,21820.6647,50463.43857,131704.0489,2296.639355,2740723.462,497351.9733,6253.099103,1016298.341,3231622.498,1879334.25,319710.135,47728.32093,175446.7814,538586.2762,197536.7808,1032969.795,250657.6843,1298408.28,1262037.118,46555499.5,465446.8744,1120965.833,18401932.28,238608.1287,2912608.773,599611.5136,43320251.98,773843.7181,768243.9954,42606.00083,456659.2694,1077172.331,217287.0713,2968908.214,299.8123962,62454.10132,9288680.402,2663481.511,8548474.574,100592540.1,220323.4631,20828.35708,2212415.037,39500.63051,81306.09135,201654.94,7456704.002,52678.9197,390414.8535,163985.749,414372.5189,4474663.7,29820.89508,184966.935,109181.3501,94083.00062,28278.08156,3554.625035,259465.8937,218362.7314,3300.980912,6124.484141,5615.707102,122356.0598,6475.198169,2889.75695,14875.5604,34723.19783,25323.3485,11833.17769,15612.90559,18989.23989,3914.043195,23674.75531,29751.12309,12950.39638,24218.6021,1267.569009,19794.20998,227746.2462,21780.24724,18694.50277,17129.38148,2558459.951,83735.2098,325648.7439,37045.91235,251783.0916,22767.97292,495307.2072,826664.1189,15502.78041,20668.73055,219774.5887,35768.47521,3983.521992,1599699.891,1547876.847,4272595.307,300639.0079,14951.23379,3649.720791,1500.778486,267900.3666,3601.444018,3083.299687,18515.22599,367498.8824,804306.6376,2085.995234,958.0415831,1563.300102,4281.630766,1922611.986,28840.1514,3134.650475,18270.72743,5994.770179,1358.427038,9123.958886,656.7695845,990867.426,2807.853663,6313.336973,78001.32659,286758.2312,118242.3214,33369.27991,83103.88376,13061.71839,636296.921,40190.95578,73061.91303,90916.58168,248625.4258,3733712.7,374759.8591,22066391.4,13485868.28,57439245.05,17831538.32,3251319.692,8223247.085,13072332.26,59912.38929,175529.2622,63452.875,218321.6345,166912.412,3239391.72,1000886.901,96043.60558,70876.46011,67605.67828,66708.99193,8011156.395,1109391.275,1038781.816,109533.1926,89841.41289,2659.36493,7416.868726,91301.13427,122764.3899,89111.46499,39414.10846,124853.469,16347.15899,308561.4544,226692.1828,16684.64028,74801.19244,3877461.949,16614497.79,2431040.647,4809670.767,1586826.575,5600.932129,316424.4417,145026.5929,3220933.876,1637135.116,771733.9181,750031.7822,1250672.593,106338.0531,38568.45697,55035.75348,183092.671,71605.84893,225014.6713,181533.9831,10788.92615,8711.95556,284514.1034,274215.946,29216.61107,217938.3755,265999.5342,34586.90578,17293.45302,230486.0603,12502.35485,459913.0611,23700.97975,493972.0466,1153133.137,15073.36779,4229783.595,569723.7134,52079.65043,12604037.44,157689.685,21716.82809,888565.8933,1480942.796
PI329435,145,14,46,3533.735736,722801.2924,985769.2,1181625.581,137940.547,1193877.627,51288.69232,16423.54209,1230303.243,1302346.01,18994.76918,65940.63956,136226.5308,3135.909413,2018832.886,430135.1161,6125.36153,649292.2424,1783234.34,943310.1233,134016.8372,21691.37667,122574.9345,250334.9574,105687.6455,515767.5016,134352.1049,687136.5303,462164.2147,44041294.41,318620.4936,614545.5848,11516972.87,118901.7989,1566864.81,367569.0334,32219102.21,344665.141,371048.7913,65155.37599,327856.2485,500669.9012,212872.0245,2871068.985,244.630506,24564.74295,5457305.188,1708913.533,4361494.315,125567425.5,210059.3125,13399.68978,1503136.076,18874.07529,51330.48009,177748.8897,4626567.47,25019.94893,219636.0547,104228.606,257788.891,2689814.656,7671.457247,87282.2493,55590.70318,43628.36491,14157.04549,1972.155845,122777.0003,111181.4,1430.52229,3293.589165,2604.373432,57772.65845,3726.914221,1445.032878,8903.577299,22678.13019,13533.43404,5901.884799,12400.91276,8588.119105,2653.386401,10871.98959,17807.15316,7453.829007,12546.68779,894.0573419,15748.6792,89884.83903,9390.530313,8377.719598,4735.648395,1559282.639,46371.94517,145370.65,20430.07573,121626.5524,19279.92373,296479.8166,366636.2094,7784.037843,11647.90166,51809.86095,11201.34279,2564.939302,566159.8648,444507.0165,1713856.757,173644.5665,6621.74954,1216.234095,598.2945332,110208.9282,1805.106869,1882.266534,8491.241916,165927.318,409269.9599,1486.975962,491.251683,505.633192,2182.768651,586058.0889,8263.534541,1577.140023,4246.842691,2171.433603,607.7010896,4042.497232,400.1761011,251794.7951,1302.186602,5341.273401,34950.83922,424205.9086,206265.3711,39484.52357,39417.71995,22649.38583,350282.6072,18464.15168,14595.52922,43341.25423,109871.5333,1556634.6,191229.7742,13754346.45,7347157.13,36412636.58,7923928.052,1697714.874,5374814.329,7560793.762,26911.07421,77229.76591,33376.61014,140309.0364,136314.1809,1870768.507,381880.7221,39505.06297,34598.62677,26207.98421,25471.50294,4486718.078,649714.6914,607190.0927,50390.95834,52721.33169,2073.970358,3273.433907,35986.89206,184280.0191,40836.72891,68755.12634,43292.86582,3485.540897,243377.8904,92367.89125,19742.26423,31570.28331,1736658.876,9407609.301,1085354.456,2215570.954,775648.193,2915.25896,175025.766,104257.8291,1434067.894,805954.563,607778.5454,505683.5563,906965.8183,95374.56878,17458.77865,64800.62965,222379.2741,43672.11117,130998.4986,106479.9304,12934.75393,6210.959164,190221.6491,186258.324,17716.83204,195126.6992,172310.7202,41154.08602,20577.04321,70622.22782,5706.200911,136301.2663,21332.05241,153901.2705,892620.7806,8065.410719,2930525.637,472768.5336,40247.9383,8760194.656,53966.18168,12290.75505,480801.2062,801335.3866
PI329440,59,18,40,16161.58949,1485566.684,2087116.333,2014317.668,137088.9209,2336801.93,238982.0905,16485.30395,1746271.406,1907818.877,36606.81594,92065.90994,226385.2445,3233.426313,2862337.583,1062082.15,8476.591789,1498518.724,4664615.284,2510271.611,323043.9576,84450.32979,634497.0211,703843.2276,199574.8056,1368135.559,324245.0349,1883569.775,1561148.171,61148756.57,525267.6257,1235038.317,21407819.13,274686.6256,3720717.554,711927.8669,48435712.74,1127510.625,787761.373,115802.718,534966.4166,1407686.21,355761.8683,4090139.242,5557.927586,63564.87012,11480151.08,3716315.538,11645432.61,156436073.6,246092.4265,32379.72628,2540709.182,36993.11718,84819.69175,257350.5806,8436384.685,57680.45255,436884.8431,175525.0809,485704.1585,4736961.792,10322.73182,109497.5192,44579.67707,83849.42218,19862.94204,2600.15318,161074.4485,89159.35598,1635.04833,3612.686539,2503.623909,103709.1415,3038.949275,5003.059353,20087.90558,47815.54331,30215.04224,21044.96623,22881.94871,30287.12685,5259.74635,56442.24944,40175.81021,6077.898862,33251.99351,1620.040708,46582.60514,476344.5282,38888.14243,31786.81315,17481.0016,3411103.954,141682.2249,657529.6357,61992.29111,415707.2621,77534.99567,910331.2523,1489235.26,28201.27314,26047.49295,168137.9465,51910.68258,11010.73083,2345913.697,1784010.805,5056582.733,570692.1822,34186.43136,11906.59909,5483.991132,421450.9029,9059.194155,12585.3209,39525.82166,612694.0244,1076601.248,8823.505247,5689.081697,4935.076485,10910.76534,2159976.187,46379.20534,11820.14143,26695.50006,18082.44742,8213.299174,25749.65779,4583.786417,1138183.72,1251.811916,9586.998391,157777.2054,520008.8756,239244.3598,41821.20881,107199.0075,53308.34365,683739.5068,39183.5863,20990.56411,72861.9639,477199.5074,2770804.558,390071.5446,21077210.91,7253495.733,54077436.3,12330790.4,2883657.003,8589372.948,14319598.54,48935.60609,116126.4874,60655.20842,254415.9023,130566.5777,3094519.517,751964.8448,69540.85637,78725.99846,61518.08234,45175.58552,4563303.612,1059373.893,1226744.675,80817.17017,76101.50154,2439.078203,11583.10841,196598.4738,208447.0691,70273.26475,79748.12226,81043.62165,3606.485362,392543.0177,151817.043,20910.60186,75847.65917,3190453.941,16608312.12,1959007.43,4033850.396,1295147.018,5330.604742,516098.8955,181929.0165,2742007.708,1349152.94,830822.8981,912568.2943,1532227.927,122627.6641,35773.88493,18596.20993,1108442.514,87806.10184,355272.4331,285094.4768,19997.88364,15970.47981,369111.1246,367069.7041,39627.15811,196121.4176,232125.0704,56876.61135,28438.30596,224650.452,51712.62562,1563421.349,56285.92969,1594437.509,1617186.891,10129.06669,5232505.835,688727.6535,17800.04747,15662722.59,151518.9137,20718.97801,1274189.808,2123649.425
PI34911,391,2,28,2947.024882,646247.0342,1102682.368,999777.9425,70286.64473,1355081.009,77733.29206,9603.563516,1354120.166,1457193.409,55011.48859,47349.28039,248119.6607,5975.489615,2732897.248,445048.5183,14524.60185,921512.1547,2629748.073,1171903.131,399792.6351,30531.16913,225262.0612,477522.76,219041.3912,931070.8436,215846.6433,1231542.354,685189.1064,46059830.22,575112.6616,1577794.046,15506447.45,383178.3443,2751126.421,556158.1046,34199130.07,662039.9043,547744.7032,62141.07726,691678.9945,955045.573,174926.9799,3062611.962,681.9613006,71035.0648,8205023.13,3370530.866,6070626.483,128319762.9,151524.8122,25141.61022,2221515.095,44924.94154,114542.4028,411702.3758,6918445.32,40480.83594,400879.1755,201383.2699,438314.0259,3622107.084,109629.144,861204.4816,494863.903,377479.6205,116612.59,12233.28109,1186619.819,989727.8267,12929.66417,25185.99075,21726.80428,494189.2419,25901.30808,6950.734774,49223.2316,103612.1175,47520.20889,12169.53798,38604.18384,45618.73101,7489.200311,17034.86057,98446.48238,51802.6114,55244.25651,6649.512876,41910.53003,157157.3483,18312.68304,8834.234239,6048.433998,1903319.613,126600.3874,282960.1337,44946.50139,298921.7161,44981.89053,485459.4771,632325.606,21289.39688,42861.27577,286919.6303,15845.85218,5715.200231,707756.4213,529852.7049,1796726.537,290245.6063,15235.32813,2315.577543,2376.865605,349871.1112,6003.566155,3135.534348,12291.81159,396338.4105,657528.1132,2259.910597,1299.355492,1348.435543,3746.578773,568029.4419,15650.03663,2538.286342,4945.927095,2741.845208,942.9061779,6142.038757,498.6657472,247428.0416,10863.40224,14229.73783,91899.23388,392665.3275,130822.388,52660.45357,97020.277,5572.275135,269053.963,34460.75493,26040.9149,39735.58898,226950.7341,1377249.885,153002.6528,14351338.62,7691770.309,37067113.36,9800284.294,1947783.072,9419718.688,7354767.518,56566.46537,100318.4367,60299.26645,128145.9377,126754.6579,2982397.767,540540.672,115008.0766,77569.29731,70068.44087,23272.22502,4634058.306,1020636.864,567412.0189,122700.7033,83060.35129,2600.620712,4473.423429,59373.14532,144917.1201,94678.05801,43607.4627,73001.95636,3749.002079,279306.4884,89962.26418,26330.22662,65611.21309,2560920.754,12573782.96,1299491.94,3098888.227,866016.7882,6718.736594,350733.1737,115652.1374,2233029.836,896621.5191,648325.8613,537459.6158,1143651.998,116093.3362,16384.29334,16503.63862,154398.7936,55036.42241,153590.122,141068.822,10374.31511,3382.627686,242674.4611,216326.7661,26087.88405,132098.0522,225994.8734,30513.95903,15256.97694,145633.0023,16217.40429,274355.7661,31660.83053,285211.5217,1144765.184,8451.077139,3555892.494,330142.3862,51653.85172,10617594.22,45749.68498,19575.79556,639948.5472,1066580.857
PI35038,381,2,42,2840.658453,779507.8664,919920.5112,798809.0153,57750.60203,1465146.084,47285.3005,3923.251014,1198177.247,1270339.208,13008.12825,57033.57077,58475.95945,2053.96462,2716346.592,486225.0058,4948.973235,814500.853,2103315.971,1036386.311,205522.866,19017.65042,107706.2542,460447.0359,180101.1991,699906.2754,210642.5765,887198.9279,543300.6703,42438718.68,381879.8202,933139.6327,11971567.03,213181.5166,1855997.3,395095.9,29374574.44,614707.518,434268.5987,23542.05867,388003.4096,920894.1201,126247.4165,2618403.388,89.17527255,52742.48783,6094405.195,2406749.658,4623492.053,120509963,71394.91665,15219.68732,1461462.706,20510.12878,62820.15878,249510.7126,4406540.992,29136.6059,227463.894,116053.6568,263444.3013,2467229.088,44170.62284,270064.5837,157891.2567,120960.311,38112.88788,4911.04346,372399.6821,315782.5718,4782.582872,9024.656563,7948.780256,159039.1697,8693.859517,3662.629314,17228.80872,40890.68978,24484.09889,6652.590228,16606.94847,19203.6313,3330.662726,9467.135499,34457.61836,17387.71945,23739.32083,1901.277327,19313.22343,96098.5416,8136.705141,6563.765973,5135.941893,1713265.413,61662.12801,177316.3989,25310.62524,213077.461,19681.23563,267984.5073,350682.1184,10981.17949,24882.94319,253487.3783,15892.85803,2954.954669,508243.5242,440216.3861,1481224.73,165986.5733,7806.638444,1961.999887,1228.160842,182309.4576,3529.012727,1750.243046,8638.78221,170195.501,377267.1044,937.4934704,917.230945,836.7058952,1977.904144,546226.446,11753.53038,1457.369855,4931.926743,2229.259455,866.9835042,3902.362214,432.1738939,236734.5692,3974.390285,9237.730868,77586.27032,220558.295,70649.48655,19823.24685,122452.6121,6044.586552,348368.2096,34566.41062,23862.47756,41774.07388,183354.3336,1444428.249,199043.5608,11902115.58,9493072.586,29463043.28,9326134.074,3009589.722,7747146.269,6318122.585,39012.49449,107259.3999,53201.13137,139543.4602,155905.9611,2976905.145,468626.4093,90707.73373,80573.67611,58732.92175,24350.4709,5853880.872,1031672.562,1392196.315,99109.15072,78317.3542,2354.297341,5678.056771,66711.1284,57089.92036,74829.32255,23549.82866,63684.15255,4040.964018,249130.9449,101320.3214,9911.624125,55990.39301,2582656.293,12777099.67,1331579.713,3043669.742,834913.1162,5626.375914,370025.0058,123267.366,2202860.071,860074.7254,587978.4997,704829.8908,1294826.243,155250.1826,14377.96463,22192.03116,186018.6654,40198.28171,121832.7785,112607.4581,7681.76725,4405.108955,237858.0008,195646.7445,17923.62211,137456.4331,204375.582,24798.53541,12399.26734,114407.3866,14409.05495,188241.2216,34555.69707,198805.8678,853988.0397,5276.781388,2947005.086,282228.7906,52484.47283,8776776.466,49965.22594,19661.52572,569332.0122,948886.6812
