LineRaw,PlotID,row,col,.alpha.-Amyrin,.beta.-Amyrin acetate,.beta.-Cryptoxanthin,.beta.-Sitosterol,.gamma.-Linolenoyl ethanolamide,1-heptadecanoyl-2-hydroxy-sn-glycero-3-phosphocholine,"11,14,17-Eicosatrienoic acid,(Z,Z,Z)-","13-Keto-9Z,11E-octadecadienoic acid",13S-HOTrE,3-Epilupeol,"8(9)-Epoxy-5Z,11Z,14Z-eicosatrienoic acid, methyl ester","9,12,13,TriHODE",AEG(o-15:2/15:0),AEG(o-16:2/16:0),AEG(o-16:2/18:2),AEG(o-16:3/16:0),AEG(o-18:3/16:1),AEG(o-18:4/16:1),AEG(o-18:4/18:2),Alpha-Carotene,alpha-Tocopherol,Antheraxanthin,Apocarotenal,beta-Carotene,Cer(24:1),Cycloartenol acetate,DG(12:0/12:0),DG(16:0/18:1),DG(16:0/18:2),DG(16:0/18:3),DG(16:1/18:2),DG(16:1/18:3),DG(18:0/18:2),DG(18:0/20:3),DG(18:1/18:1),DG(18:1/18:2),DG(18:1/18:3),DG(18:1/2:0),DG(18:2/18:2),DG(18:2/18:3),DG(18:3/18:3),DG(8:0/8:0),DGDG(16:0/18:1),DGDG(16:0/18:2),DGDG(16:0/18:3),DGDG(18:0/18:2),DGDG(18:0/18:3),DGDG(18:2/18:3),DGDG(18:2/18:4),DGTS(34:5),FA(22:1),Fucosterol,GalCer(d18:2/18:1),GalCer(d18:2/20:1),gamma-sitosterol,gibberellic acid,Glycerol Tri-n-octanoate - 40.0 eV,Hydroperoxy fatty acid (18:3),LPC(16:0),LPC(18:2),LPC(18:3),LPE(16:0),Lupeol,Lutein,Lycopene,MG(12:0),MG(16:0),MG(18:1),MG(18:2),MG(18:3),MGDG(16:0/18:1),MGDG(16:0/18:3),MGDG(18:2/18:2),MGDG(18:2/18:3),MGDG(18:3/18:3),NAE(16:0),NAE(18:0),NCGC00380283-01!4-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentylamino]-4-oxobutanoic acid,Oxo fatty acid (18:3),PA(16:0/18:1),PA(16:0/18:2),Panaxcerol B,PC(14:0/14:0),PC(14:0/18:0),PC(14:0/18:2),PC(14:0/18:3),PC(14:0/22:5),PC(14:0/22:6),PC(16:0/16:0),PC(16:0/18:0),PC(16:0/18:1),PC(16:0/18:2),PC(16:0/18:3),PC(16:0/20:1),PC(16:0/20:3),PC(16:0/20:4),PC(16:0/20:5),PC(16:0/22:5),PC(16:0/22:6),PC(16:1/16:1),PC(16:1/18:2),PC(16:1/20:4),PC(16:1/20:5),PC(16:2/16:1),PC(18:0/18:1),PC(18:0/18:2),PC(18:0/18:3),PC(18:0/20:2),PC(18:0/20:3),PC(18:0/20:4),PC(18:1/16:0),PC(18:1/18:1),PC(18:1/18:2),PC(18:1/20:1),PC(18:1/20:4),PC(18:1/24:1),PC(18:2/18:2),PC(18:2/20:0),PC(18:2/20:4),PC(18:3/18:3),PE(12:0/12:0),PE(14:0/22:6),PE(16:0/18:0),PE(16:0/18:1),PE(16:0/18:2),PE(16:0/18:3),PE(16:0/20:4),PE(16:0/20:5),PE(16:1/18:2),PE(18:0/18:2),PE(18:0/18:3),PE(18:1/18:1),PE(18:2/18:2),PE(18:2/18:3),PE(18:3/18:3),PG(16:0/16:0),PG(16:0/18:0),PG(16:0/18:1),Phytosphingosine,PS(18:0/18:2),SM(d18:1/17:0),SQDG(16:0/14:0),SQDG(16:0/16:0),SQDG(16:0/18:1),SQDG(16:0/18:2),SQDG(16:0/18:3),SQDG(16:1/18:3),SQDG(18:0/18:3),SQDG(18:1/18:3),SQDG(18:2/18:3),SQDG(18:3/18:3),TG(10:0/10:0/10:0),TG(10:0/10:0/14:0),TG(10:0/12:0/14:0),TG(10:0/12:0/16:0),TG(10:0/14:0/16:0),TG(10:0/16:0/16:0),TG(12:0/12:0/12:0),TG(12:0/12:0/14:0),TG(12:0/12:0/18:1),TG(12:0/14:0/16:0),TG(12:0/14:0/18:1),TG(12:0/16:0/16:0),TG(12:0/16:0/18:1),TG(12:0/16:0/18:3),TG(12:0/18:1/18:3),TG(12:0/18:2/18:3),TG(14:0/14:0/16:1),TG(14:0/14:0/18:0),TG(14:0/14:1/18:1),TG(14:0/16:0/18:1),TG(14:0/16:0/18:2),TG(14:0/16:1/18:2),TG(14:0/16:1/22:6),TG(14:0/18:1/18:1),TG(14:0/18:1/18:2),TG(14:0/18:1/18:3),TG(14:0/18:2/18:3),TG(14:0/18:3/18:3),TG(16:0/16:0/16:0),TG(16:0/16:0/18:1),TG(16:0/16:0/20:1),TG(16:0/16:0/20:3),TG(16:0/18:0/18:2),TG(16:0/18:0/22:1),TG(16:0/18:1/18:2),TG(16:0/18:1/18:3),TG(16:0/18:1/20:0),TG(16:0/18:1/20:2),TG(16:0/18:1/22:0),TG(16:0/18:2/18:3),TG(16:0/18:2/22:0),TG(16:0/18:3/18:3),TG(16:1/16:1/22:5),TG(16:1/20:1/20:2),TG(18:0/18:0/18:2),TG(18:0/18:1/18:2),TG(18:0/18:1/22:0),TG(18:0/18:2/18:2),TG(18:0/18:2/18:3),TG(18:0/18:2/20:1),TG(18:0/18:2/22:0),TG(18:1/18:1/18:1),TG(18:1/18:1/18:2),TG(18:1/18:1/20:3),TG(18:1/18:2/18:2),TG(18:1/18:2/18:3),TG(18:1/18:2/22:0),TG(18:1/18:3/22:0),TG(18:1/20:3/22:0),TG(18:2/18:2/18:4),TG(18:2/18:2/22:1),TG(18:2/18:3/20:1),TG(18:2/18:3/20:3),TG(18:2/18:3/22:1),TG(18:2/20:2/22:2),TG(18:2/20:3/22:0),TG(18:3/18:3/18:3),TG(18:3/18:3/20:3),TG(8:0/10:0/10:0),Ubidecarenone,Ubiquinone 9,Vitamin K1,Zeaxanthin
PI655977,1,4,2,1126823.429,1646867.528,1536553.899,1061930.46,19397.60439,2700270.733,4286.271427,57122.89673,28561.4479,112247.2747,1619754.73,73442.8059,9972.731652,1083180.135,1575414.154,1910275.812,17378.00658,1181727.998,48561.32979,5530463.961,440364.2852,671227.3875,61796.92176,16591392.77,34381.83804,719317.4537,2550963.146,1378296.744,3447343.312,4427520.044,19740.9126,68950.22898,139751.5885,4975.193571,520368.0177,446598.3912,1166480.344,3988921.531,1502881.889,1290797.709,48037119.11,145135.1155,519206.9842,1725553.705,16287024.02,404459.8142,3823983.637,1684006.634,46733510.71,4353.380382,37757.13553,169710.0002,399584.5094,349809.8477,40058.00616,98078.50619,730953.7716,84516.58297,562267.8044,59178.0846,230927.6901,73247.62981,1180561.168,1532589.92,2068986.786,887113.3942,421597.509,1040736.248,154520.2877,3516165.305,23930.92796,6926360.291,4858946.397,12589371.92,150028111.4,64099.49274,3229.279782,14842.40676,438052.3741,15238.39381,94582.53254,286638.1094,39041.54292,838162.454,36390.65503,76281.29445,24044.01707,2781417.273,717799.3621,26980061.75,6277389.991,38592840.92,8273212.366,3221.2981,1809034.391,633315.3643,7929516.563,10007.22598,140120.1616,136889.1171,8114435.766,7378718.227,98956.01588,152161.9911,6174857.853,1465197.082,1255994.587,732820.6228,6517.914609,30239.92129,3258880.19,259144.7024,28490.55006,665501.6557,16097.76441,49256.41183,243152.2402,3782538.176,9304.547499,27248.7698,327059.6349,3606384.454,20488.6083,237703.9099,7437638.94,11062643.94,2464948.891,3461941.42,1084521.864,2600153.652,120976.6272,12178.04074,2368136.13,338929.1634,1121437.727,604661.2205,794253.5431,1432206.601,96137267.41,254565.1874,7569.673826,43555.61554,10538.11979,929568.6751,44159.30407,280254.3285,5767912.692,72308.15539,385362.0048,218247.4443,681780.313,58917.93125,80631.84917,187297.3179,266705.9082,130322.5713,197226.3521,55156.47991,429038.7979,260645.1938,23184.85999,252483.8984,32153.3832,50286.68299,157159.5323,8729.050599,4780.973866,35744.12471,64306.74557,132318.1563,50547.50186,279571.6097,142522.7645,32032.42526,34321.73361,463233.5102,190705.8727,27855.07053,9210.697831,2376661.935,187212.942,259041.757,97071.9242,31600.52684,400430.0828,18358.55902,197514.8721,22176.74815,46896.89845,202449.5663,69105.3645,22289.85619,26219.94312,1147416.021,8598356.676,7788.951626,206555.3618,689460.1269,16500.42985,646014.8574,1253712.367,20761.90815,249918.2953,148385.486,900193.9557,31398.03066,2507425.155,2924402.451,12217.0409,12225.95752,7885.858712,4834130.525,9345.289032,179950.5414,28925.70761,3129.66987,916.8664443,5483.138078,2346418.063,15362.67112,38858.09581,113783.3149,352904.4792,222344.5594
PI656101,2,5,2,835605.4411,1221675.513,1172380.547,609374.9808,17089.42772,2644974.207,3004.925659,30488.38023,15244.18965,88546.72759,1481724.636,28663.60425,9652.798377,899726.7141,1153963.048,1749372.477,16735.84176,1153156.128,51255.12383,4715380.832,488924.7599,690268.7577,47575.69269,14146143.87,39881.71078,498547.2151,2628947.362,1073107.208,2723076.185,3218489.064,12085.01071,45864.82044,127881.9814,2956.366552,492455.7658,341495.5233,705511.1931,3996418.996,949438.0182,857912.3143,53169024.5,140305.5712,510659.7729,1314683.208,16849539.36,329562.2565,3812221.799,792077.7458,41038200.97,3511.135727,56932.67115,98781.90401,356977.8084,324834.9865,36958.7796,87822.75162,719908.1849,39273.22478,516602.8682,44126.16118,296475.2819,63724.60932,842517.1256,1057749.283,2443513.559,781502.789,386569.6459,984911.7426,105075.8649,3210609.536,39657.88319,7192284.272,3172291.237,6943558.731,147434449.5,55036.3103,4856.126252,18974.77688,196481.8861,5534.893778,64861.11865,242147.8639,39223.64048,712224.4229,45358.76825,53459.4108,21191.16792,2295122.193,656049.1867,26282315.5,6487931.603,37601496.92,9987134.556,2023.661744,1591976.304,614511.1221,8474870.178,15694.96798,138743.4395,170629.5853,9630449.618,7926279.991,119646.4174,117324.3765,6358214.383,1997843.396,1691443.025,737652.1392,3794.431119,34726.02419,3484808.238,384508.5898,30628.42436,893497.7656,7748.750062,64968.21135,260448.1439,4399751.712,3690.786147,50470.02287,288102.7185,3069560.909,17794.61113,231745.2191,6580885.668,9593997.426,2152137.398,3058945.772,1002671.248,2289982.528,115514.1015,11966.00477,2047425.255,274526.9705,1038536.603,506217.5227,687251.1867,1367479.772,91820414.7,166415.7682,8245.627358,34862.1367,15526.37284,1638480.806,42297.23277,198381.3857,4766915.383,52665.81617,316998.1989,108407.1223,316425.5598,46886.61838,74937.66049,157207.7632,208215.4155,120110.5948,149389.2836,42396.27895,354647.5067,240221.1404,19937.93157,191872.8262,13479.94554,35856.35756,104624.2021,7341.51015,3112.002111,12021.77409,26959.89026,88737.33098,38568.71405,189253.8273,127504.8885,17856.00807,16522.88724,308405.999,129930.5435,13858.14513,8630.692441,2143549.554,137853.8115,189501.9477,69854.31767,24824.98155,275074.4481,11623.53648,138104.42,6204.820833,32822.29347,101651.1799,74394.6569,5879.664155,18383.00955,743733.2386,5194050.082,2618.749414,169835.5589,454151.1574,7414.285884,377210.5908,520494.0003,7742.395694,58684.61248,137869.2722,439835.8698,23468.95097,1040987.92,1295319.694,8523.511318,7101.343122,5192.425942,2209565.472,2341.230847,105584.7177,17932.0909,1508.864862,1456.184511,4055.802557,1149574.853,7272.907571,48910.19308,94811.49788,279770.7285,161470.6218
PI533903,3,6,2,919448.0422,1485192.638,1258234.694,778583.9929,16196.52651,3332113.693,13057.12494,38603.67309,19301.83858,99630.17819,1504929.146,33387.27751,12322.82499,1002049.122,1216490.841,1815467.989,15572.82946,1232286.75,41299.15567,4781528.359,629198.8213,761218.2673,44268.53684,14344583.43,54875.03068,706636.6586,2619768.109,1537118.013,3213141.557,4600255.21,15757.14107,61956.32159,100122.2255,5973.114555,488450.4382,345706.6313,875060.6125,3905505.388,1168283.354,1091071.892,54184610.04,117118.8429,982735.4852,1717386.716,18749832.33,331054.3523,3707032.899,1019926.782,43370945.28,3785.314973,69602.49027,171774.4796,397505.825,328884.1853,53011.69352,56506.00124,586929.1351,43511.71882,583277.0604,45904.33315,282461.3609,74616.40862,984069.7095,1458988.075,2524738.612,792586.2096,476410.8263,976900.7856,123138.2505,3248242.29,85878.40818,9732656.183,3752407.214,8604462.094,143284394.6,53609.63783,3045.26912,13881.45038,211085.8074,5639.616969,64250.70949,224814.4631,42876.2163,840507.5216,47136.96778,52114.49942,36667.32815,3189554.062,709757.8609,29558511.78,6740429.726,42047851.37,12303991.28,2218.700061,1470420.427,671122.1218,7612017.249,10159.50882,90356.27003,183918.3231,11862337.87,7037871.161,111084.2591,116023.904,7587872.568,1619541.942,1322841.962,734019.3902,5383.971802,49552.31815,3616825.545,252650.2091,44554.98223,686045.9532,9333.752506,36036.66196,361054.4474,4387395.24,3698.577844,58922.09202,297239.1224,4159430.602,22270.056,223693.5002,6721063.217,9950904.191,2292114.128,3117171.059,1062263.776,2404039.28,103605.5146,10723.69576,2046467.09,285992.3063,1105804.134,812519.671,923532.5307,1452694.838,96103426.64,110248.1356,9788.60491,32014.29289,26225.42337,1896580.399,105943.6415,223165.7922,4943323.265,52411.25228,294597.3908,125476.8224,302780.201,44306.60285,55038.03203,99752.92888,119777.995,74614.3513,96122.21231,29306.59264,204105.8884,149228.683,9972.728059,125503.7195,6605.68074,29620.4407,112650.8272,4883.060581,1966.211479,13352.81581,13211.36079,91496.21558,32837.30481,192811.5741,124797.849,13689.16272,52365.96454,382215.3722,216671.5262,26415.5296,18812.38623,2632626.276,127623.4471,187953.9129,60275.66865,10449.32777,259582.816,10861.17392,159539.7964,6288.667548,28222.82397,123601.3563,47899.68919,9347.986041,16118.06566,2075792.555,10427343.49,13330.91564,139267.747,400276.7024,8013.716158,423693.8479,941468.4794,14665.57479,73380.12707,101419.5251,500702.9477,41535.49379,1882936.377,2440151.823,9147.218746,7556.009286,7146.875497,7412230.149,9790.938611,213096.4085,54205.06919,4726.107124,3327.442662,8333.347959,4253033.636,25902.32032,25541.46433,86403.36001,277146.0804,188659.9773
PI576385,4,7,2,1345875.109,2005666.187,1194072.338,516581.2259,17694.49202,3849340.319,5599.862895,28961.60623,14480.80265,75381.93414,1466144.673,34195.90112,9881.805866,870046.6787,1388350.282,1653098.54,36549.7834,1070321.297,16004.76317,4905133.143,544728.6128,764375.5216,45669.69977,14715401.27,34440.61358,719401.247,2623620.387,1078170.427,2763752.929,2798386.846,9880.65495,45354.22294,78821.47522,4220.902559,492325.9979,342153.1641,794692.1142,4034170.977,1086145.37,748787.1065,56096591.09,92717.8621,543769.4723,1281486.23,18222980.07,250014.2868,3583144.892,865127.0899,40953520.24,18668.45716,39940.45685,103566.0595,355752.8714,301218.4225,38205.20368,79724.55142,469976.3232,44799.41869,847000.4831,30744.26167,308097.5636,96609.40822,1397760.686,1466858.292,2599528.114,801098.7211,464769.0918,984652.0032,104782.157,3187086.952,82537.60737,11253910.88,4511275.695,7579243.937,150672005.5,53273.2083,3764.252456,27096.35861,215216.2767,12208.08976,77973.40545,238081.0293,33682.41675,604795.7762,25723.28465,43886.97642,17663.89528,1979446.719,538910.9736,32858700.2,7935616.571,47323164.21,7872278.355,4174.379482,1596777.142,575719.8963,6771402.297,5958.858156,135863.5246,103088.8037,7589747.617,6371651.153,53522.94028,93858.42355,8550535.143,1856131.99,1165366.874,573595.8756,3987.580739,25662.97351,4472335.687,283153.1647,32457.40644,618032.0021,7819.104848,42318.88916,274589.493,3770582.828,3593.172532,54480.66888,300489.2648,2575227.291,36080.53866,220762.6073,6096481.993,8903501.293,1765435.861,2968440.28,921739.8015,1857017.603,90227.44259,6720.733431,2038647.043,264556.1667,955311.5178,505928.1345,738422.465,1378968.107,89079234.24,212975.6321,7944.548657,41876.7556,34653.70222,2167727.366,73306.38016,276985.0977,5198546.977,59170.10386,274792.9349,128167.4338,344699.1477,43852.97623,44807.81298,80956.24749,106225.121,60683.22454,82017.6315,21187.55479,179201.2299,121366.4491,8540.179779,103269.0513,6922.716746,23747.20829,83184.9266,6467.537029,1694.038365,9037.647105,13845.43271,66185.40056,18206.2587,133698.635,85748.33595,13899.63089,15289.53048,243404.293,107118.9421,10979.60955,8173.187981,2464308.981,98290.85556,136277.9801,45097.6902,8978.53593,194391.1539,6187.870211,128662.9857,5423.899816,21068.6541,87709.40094,29848.8125,5554.100777,11919.24376,823324.3207,6027452.892,3180.746779,107140.8787,319215.3676,5124.111639,311814.2465,585087.2126,6996.558145,67000.79213,84399.99219,382142.392,12182.24451,1170174.292,1624542.144,4500.526435,4515.623103,3604.642207,2471615.544,3754.623543,122347.7909,20981.34747,1361.213348,1007.57668,3031.365229,1189974.713,7920.392737,36050.99852,87101.54534,259664.1797,195210.1936
PI656023,5,8,2,1042886.219,1442518.44,1136591.98,586183.7091,17276.2605,2896999.213,27714.96213,38445.45557,19222.72482,56869.8581,1462212.629,47813.97653,32590.50938,1040684.206,1244490.618,1603213.321,18075.50434,1249724.2,15915.61017,4458362.785,944179.378,919580.5759,47852.93199,13375087.18,72102.7603,495401.6931,2628911.198,1026909.22,2717196.299,4476898.834,16802.80159,60983.37,90472.29538,3572.284042,504733.508,284062.0707,734638.5599,3946790.532,926948.4933,933901.7234,55434048.01,121027.7701,456657.6859,1247939.748,16205529.69,247822.1951,3159262.732,826953.0695,44485382.47,4807.712126,41307.96483,125948.1564,378748.3595,335061.7265,45604.54585,59498.91353,619894.9001,62203.191,602331.9881,38328.05291,213084.827,82241.97361,1060151.621,1579669.728,1737039.233,847115.4887,408303.384,1009467.022,98453.39673,3164588.408,49871.98123,8350086.724,2799075.544,6414466.19,146183341.3,63009.52468,3639.645833,15955.83794,311307.6631,4975.217035,101137.6269,227620.6848,32031.38316,649151.0129,43411.80487,66249.64293,29848.41284,3266353.502,565674.1142,22364275.36,5859666.346,31823215.38,10440192.13,2192.700938,1386223.333,454785.0283,8277656.341,5526.474159,63047.72966,159437.3902,9984760.463,7737348.885,85865.0101,137494.2553,6880465.846,1881379.811,1188475.235,745503.6452,3645.386011,24975.69064,3216293.237,233157.7108,29788.13975,624682.9459,9573.862193,36748.16348,216753.1227,3850825.546,5703.457653,48155.1151,307975.2639,4399965.234,23771.59986,201552.7444,6075501.403,9346161.296,2454751.876,2893973.428,1106998.976,2545793.69,90109.40147,6197.127521,1779287.525,373374.7477,1147065.751,552048.9326,753772.3793,1458615.892,74092343.48,163922.3901,10584.43427,36111.17635,24917.83827,1861376.471,45707.19886,176373.9023,4847409.157,53074.43108,296027.4856,102608.9758,296399.7609,61737.16511,61829.94749,109233.8514,136232.4378,82761.62318,112599.3045,33827.75422,226900.1775,165523.256,11510.91657,146481.1743,7525.611694,30932.08619,110341.5391,6852.206631,2166.056666,18496.97526,15051.22262,85061.89135,27489.50727,160466.4045,82551.42903,14715.31423,28858.49004,365610.1248,238110.3029,9519.237634,14175.16398,2446386.053,128420.5434,174624.3467,65380.21536,9689.168478,272819.139,9709.767322,149317.292,7558.742653,29760.92301,83646.79394,35604.15294,4857.959297,18506.24518,1567307.585,6061421.297,6249.719806,136881.677,372064.359,7705.006795,404114.9546,745789.9079,13812.05146,64393.1457,107653.6259,471545.4553,33549.77951,1491579.531,1486673.464,13021.09043,9544.964656,9977.987905,3301427.645,3992.616463,126573.1119,35856.23074,5925.565823,5647.801852,12533.85681,2121172.683,13419.15817,30938.59461,106987.6679,351141.1213,192651.4884
PI35038,6,9,2,704706.2969,1050247.53,695831.3683,534941.772,8067.777235,3237245.504,6206.921781,35114.48701,17557.24354,68728.45772,948305.5258,33160.14119,10868.05889,498332.8262,774563.9444,1173775.824,30509.30502,695877.9904,11483.6794,2871126.387,396628.5107,461817.3856,26558.93905,8613378.463,20775.34018,416134.9098,2439493.542,602588.4123,1596460.917,2021898.037,7896.230236,28050.38376,67277.66563,3119.406432,445112.8816,229999.7501,525849.9614,4095714.823,658371.5485,527014.6072,34221871.16,133946.6184,297000.0423,810140.4194,9162007.833,170473.2623,1843394.375,494904.469,27518943.55,5754.300013,35043.92816,73074.40287,241088.6013,210116.0757,27274.31578,53148.50392,650423.3168,43142.90535,367901.4775,43635.55303,137979.6678,46487.77531,740882.5301,915139.4795,1344523.238,555333.4276,203021.3695,890225.767,56386.32208,2010990.543,21072.1412,4231325.066,1788180.428,4085986.789,93474916.05,51286.77496,5387.277321,10168.9642,193676.4255,5552.745672,64277.53427,108817.4071,18987.64188,436730.708,25227.95198,29339.69255,34405.92034,1868445.251,382762.8215,18536521.87,4004341.26,26233614.83,7986070.921,918.3924043,1172897.833,504977.0009,6656003.403,7091.367485,58660.89662,106657.3759,7609085.504,6125807.774,68018.58777,82556.49936,7560184.414,1691549.676,1016716.87,521338.3987,4233.703699,16851.46039,2098115.32,237117.4517,26841.92994,539616.9183,7802.152647,38897.56044,166393.924,3418555.465,3357.208152,23852.51181,204025.6877,2504424.689,14049.81585,189970.2157,4740397.853,6925460.263,1741546.451,2237919.501,792691.6533,1817461.236,81483.79236,6107.592251,1437889.198,244639.8951,814808.68,292927.7346,450286.0634,896079.0014,75801165.37,119344.3723,11376.37643,18948.40713,16194.45538,1228813.976,26922.64255,161414.5059,2778097.944,34639.05412,171444.6122,70715.94255,201551.602,63709.97109,86080.37977,156021.1732,198221.7098,126244.4059,128976.7147,47032.79973,350042.338,252488.8111,26363.73525,176055.0216,9772.053921,36972.42528,105615.1484,3400.560024,3913.71928,9890.421545,19544.10809,95140.00837,32617.53907,193523.4374,124703.148,23266.99942,13065.67617,344886.4809,114686.0001,17594.87347,7551.588506,1226619.42,127874.8673,189518.2803,76754.23718,15879.93485,342735.2089,10963.43633,218549.8899,7807.623077,36032.70986,184364.3156,47059.99665,8827.339032,19558.91523,651062.0987,4799629.201,2629.843794,195172.3846,613810.2825,8039.910096,589333.8898,974396.5735,10491.10195,53126.92784,171574.0586,645221.3905,19215.26619,1948793.061,1614809.591,9588.15759,9706.062031,3344.945423,2044265.938,2628.197592,126394.6134,15218.79,1269.155792,1076.00911,2547.7094,1048013.597,5238.04363,31548.28656,80402.58679,186665.9951,103511.6743
PI534115,7,10,2,914471.2205,1373393.687,969988.1016,721399.644,14038.19648,2317011.32,6084.002949,28084.28549,14042.14228,68338.95065,1393835.975,27535.05554,10133.23178,617041.8593,879714.0598,1358676.841,16278.40867,878807.7004,12059.20201,4172039.548,859391.2043,631650.806,36844.66148,12516117.43,25810.53354,574014.2098,2441097.418,744529.9723,2321342.033,2949199.818,11337.27215,46451.89824,74545.01565,3267.493858,432029.8316,288718.9011,707435.2801,3778194.119,888705.311,768364.7726,50239320.9,128187.6184,432978.498,1133574.545,14029908.11,246989.2735,2720183.776,827725.5371,39509760.09,4557.562958,52274.22579,123078.8314,322213.7089,270937.1987,37112.78424,113706.794,614937.1241,37970.00834,402933.4532,36166.3682,227682.3327,57456.35383,962306.7797,1259965.142,1833397.995,638687.0029,328757.8147,864059.6653,89194.3954,2991605.741,21046.07324,6437635.762,2623943.814,6879826.664,134156623.8,44463.91211,3876.733492,13656.80125,173285.6128,4614.618152,40099.8984,185721.8033,28834.08925,562246.1375,24943.57598,59177.76891,28827.90331,2511227.307,499266.6849,25522799.36,6439542.522,36203352.5,6954890.069,2073.181176,1422817.675,628486.2967,9366223.002,10093.55379,123778.1219,120963.684,6467835.34,8744993.735,60326.79745,118813.6357,5445219.084,1564529.355,1121826.053,694025.2859,5085.778884,37426.87661,3549039.36,266514.1917,29044.73477,595372.103,8779.426816,44879.32555,239649.2039,4944312.655,3496.592472,29520.97713,241995.4544,3426508.412,14105.64438,180587.8251,5911251.25,8238488.258,1822542.867,2958120.493,982632.8843,1908237.435,87327.82633,7173.97485,1968480.721,305960.755,1016680.053,335525.1098,537430.5071,1241038.747,93682270.89,165317.9711,10229.02031,20599.21296,16920.72242,1220367.843,26082.69125,177807.3584,3279753.475,40187.10812,205205.5741,89328.65335,277551.5319,43876.81577,70405.05397,106017.7152,139850.4211,83899.05638,104782.9203,31229.22514,229851.178,167798.1117,8259.148178,136050.2558,8649.190965,28055.30143,99549.69352,4902.527345,2367.752603,13584.72722,17298.38019,80522.62708,20417.29465,164169.4483,93403.22777,10430.21663,23298.14486,282147.2246,127085.3552,10487.73418,12747.09384,1729874.815,115993.0338,160953.0182,56340.90872,19489.97398,236154.4108,9240.26741,133760.1235,7737.111106,25777.34881,86040.99122,77832.63474,4448.460916,14306.12322,989647.6111,6572731.103,6560.485918,127119.1193,364713.8941,5442.860011,350159.77,673175.9672,9479.286814,92219.05058,102520.5278,444877.4001,23546.19795,1346351.648,1651224.332,4818.122554,4679.247314,5168.807092,3401915.411,4963.065451,142141.1875,23013.79726,2880.290495,1298.45964,4578.475191,1674019.205,11190.80853,34552.28833,95781.06102,261554.4107,148835.484
PI656042,8,11,2,930008.766,1421856.245,1187953.879,1171981.454,20097.20649,3572561.79,24095.00876,48333.16492,24166.58449,114093.5896,1405570.689,54657.95804,52997.69043,918192.577,1197632.961,1548428.964,21666.48155,1130860.361,28287.57404,4331271.371,607344.5025,831881.5925,40813.25983,12993816.38,70314.92674,603285.5061,2634314.328,967688.7699,2590634.895,4707272.039,9485.38058,49691.19045,82407.47511,4072.318648,499974.6712,275122.2728,678480.0779,4107195.189,851879.9065,887380.2844,51834557.58,101393.1115,507934.9994,1409095.323,15989726.16,247599.2138,2776390.391,820307.6225,41459173.7,9169.554103,111716.6917,194245.9996,396707.2441,359676.0738,48903.57699,45114.21505,513668.5731,64782.12357,801319.1171,39626.16458,259551.3984,99018.98967,984582.2357,905909.3097,1909999.974,814711.1299,383252.8365,999949.1428,92866.69407,3110982.388,44188.1953,7838359.17,2276650.966,6192705.749,134572438.6,55516.4991,4659.410918,13834.42545,331416.0139,8589.608057,87001.53319,260171.9609,32209.08662,517167.9778,54752.15091,78842.47563,76781.76826,4543359.507,468607.1934,25400777.42,7407229.341,35998128.31,14393286.9,895.8013234,1691093.593,630515.6486,9288308.659,7113.836748,72516.60692,197764.3677,14069301.07,8526238.687,85470.21835,201195.5494,8126530.093,1423059.62,982982.0088,938850.4064,20666.50465,26403.66115,4007418.581,183957.7351,81899.37201,521315.0835,24216.23781,37052.45433,326854.6397,3880658.685,3367.234554,58576.9862,307728.1323,5956245.163,30039.5872,236170.0769,6485592.5,9779204.344,3181929.9,3159523.901,1291516.172,3274846.482,99605.80447,9594.199544,1861318.254,404288.1732,1329314.268,470568.3277,669141.6002,1502709.938,77700646.05,199170.8689,9177.901586,33372.19184,44959.47324,2364425.736,57666.80995,227453.8097,4531205.389,55243.43825,243710.3207,98091.3674,283587.4618,43989.55071,47696.16927,85043.56484,103434.1512,62537.94331,78694.87983,21836.00177,172690.5939,125075.8802,12611.27767,100562.6899,6729.714864,25221.50053,109656.4182,3470.770731,1579.259082,16538.98606,13459.42851,90138.39289,32643.71658,187927.7619,119176.718,10101.13704,27650.56508,308060.8693,135257.6696,10736.06591,10746.75028,2283810.77,132047.3496,177507.8429,63928.56302,14503.21282,243780.6521,11055.69209,111013.7972,8114.480755,28853.409,77584.00605,48369.03584,5991.869381,15713.56748,1309470.122,5553493.505,6181.848453,146356.3741,372709.2996,6074.79351,303789.8129,554784.2473,9021.363259,69326.33797,99176.74095,375369.0868,18029.09666,1109568.457,1182834.243,6145.983023,5134.10859,3827.345243,3365397.552,2830.637159,87196.30111,16860.65051,1799.272922,1427.018826,4332.62338,2649384.455,10530.64868,29728.76389,117698.1996,425478.2981,214009.0702
